"scientific_name" "category" "criteria"
"Scelotes kasneri" "NT" NA
"Scelotes gronovii" "LC" NA
"Tetradactylus breyeri" "LC" NA
"Tetradactylus eastwoodae" "EX" NA
"Typhlosaurus lomiae" "LC" NA
"Xenocalamus transvaalensis" "LC" NA
"Vhembelacerta rupicola" "LC" NA
"Australolacerta australis" "LC" NA
"Cryptactites peringueyi" "NT" NA
"Acontias rieppeli" "NT" NA
"Kinixys lobatsiana" "VU" "A4cde"
"Goggia braacki" "LC" NA
"Goggia essexi" "LC" NA
"Goggia gemmula" "LC" NA
"Goggia hexapora" "LC" NA
"Goggia lineata" "LC" NA
"Goggia rupicola" "LC" NA
"Afrogecko porphyreus" "LC" NA
"Agama hispida" "LC" NA
"Chersina angulata" "LC" NA
"Homopus areolatus" "LC" NA
"Chersobius boulengeri" "EN" "A4ace"
"Homopus femoralis" "LC" NA
"Psammobates tentorius" "NT" NA
"Bradypodion caeruleogula" "EN" "B1ab(i,ii,iii)+2ab(i,ii,iii)"
"Lamprophis aurora" "LC" NA
"Lycodonomorphus inornatus" "LC" NA
"Afroedura nivaria" "LC" NA
"Pachydactylus labialis" "LC" NA
"Pachydactylus maculatus" "LC" NA
"Pachydactylus vansoni" "LC" NA
"Amblyodipsas concolor" "LC" NA
"Bradypodion caffer" "EN" "B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
"Bradypodion dracomontanum" "NT" NA
"Bradypodion transvaalense" "LC" NA
"Bradypodion ventrale" "LC" NA
"Cordylus aridus" "LC" NA
"Hemachatus haemachatus" "LC" NA
"Scelotes mossambicus" "LC" NA
"Leptotyphlops jacobseni" "LC" NA
"Scelotes inornatus" "CR" "B1ab(i,ii,iii,iv,v)"
"Tropidosaura cottrelli" "LC" NA
"Typhlosaurus caecus" "LC" NA
"Acontias breviceps" "LC" NA
"Bitis atropos" "LC" NA
"Pedioplanis laticeps" "LC" NA
"Montaspis gilvomaculata" "DD" NA
"Afroedura namaquensis" "LC" NA
"Afroedura amatolica" "LC" NA
"Afroedura halli" "LC" NA
"Afroedura karroica" "LC" NA
"Afroedura marleyi" "LC" NA
"Afroedura haackei" "LC" NA
"Afroedura tembulica" "LC" NA
"Ramigekko swartbergensis" "LC" NA
"Goggia hewitti" "LC" NA
"Lygodactylus graniticolus" "LC" NA
"Lygodactylus nigropunctatus" "LC" NA
"Lygodactylus incognitus" "LC" NA
"Lygodactylus montiscaeruli" "LC" NA
"Lygodactylus ocellatus" "LC" NA
"Lygodactylus soutpansbergensis" "LC" NA
"Lygodactylus waterbergensis" "LC" NA
"Pachydactylus affinis" "LC" NA
"Pachydactylus austeni" "LC" NA
"Pachydactylus barnardi" "LC" NA
"Pachydactylus formosus" "LC" NA
"Pachydactylus geitje" "LC" NA
"Pachydactylus kladaroderma" "LC" NA
"Pachydactylus mariquensis" "LC" NA
"Pachydactylus namaquensis" "LC" NA
"Pachydactylus oculatus" "LC" NA
"Pachydactylus weberi" "LC" NA
"Chirindia langi" "LC" NA
"Monopeltis capensis" "LC" NA
"Meroles knoxii" "LC" NA
"Nucras lalandii" "LC" NA
"Nucras livida" "LC" NA
"Nucras taeniolata" "LC" NA
"Pedioplanis burchelli" "LC" NA
"Tropidosaura essexi" "LC" NA
"Tropidosaura gularis" "LC" NA
"Tropidosaura montana" "LC" NA
"Dasypeltis inornata" "LC" NA
"Lycophidion pygmaeum" "LC" NA
"Agama atra" "LC" NA
"Lamprophis guttatus" "LC" NA
"Bitis albanica" "EN" "B1ab(i,iii,iv,v)"
"Bitis armata" "VU" "B1ab(i,iii,iv,v)"
"Bitis rubida" "LC" NA
"Afrotyphlops bibronii" "LC" NA
"Bradypodion atromontanum" "LC" NA
"Bradypodion damaranum" "LC" NA
"Bradypodion gutturale" "LC" NA
"Bradypodion kentanicum" "NT" NA
"Bradypodion melanocephalum" "NT" NA
"Bradypodion ngomeense" "NT" NA
"Bradypodion occidentale" "LC" NA
"Bradypodion pumilum" "NT" NA
"Tetradactylus seps" "LC" NA
"Tetradactylus tetradactylus" "LC" NA
"Acontias cregoi" "LC" NA
"Acontias grayi" "LC" NA
"Acontias meleagris" "LC" NA
"Acontias tristis" "LC" NA
"Acontias orientalis" "LC" NA
"Acontias namaquensis" "LC" NA
"Acontias gracilicauda" "LC" NA
"Acontias lineicauda" "LC" NA
"Acontias litoralis" "LC" NA
"Acontias richardi" "DD" NA
"Acontias poecilus" "DD" NA
"Typhlosaurus vermis" "LC" NA
"Scelotes vestigifer" "LC" NA
"Scelotes sexlineatus" "LC" NA
"Scelotes anguineus" "LC" NA
"Scelotes bidigittatus" "LC" NA
"Scelotes bipes" "LC" NA
"Scelotes guentheri" "EX" NA
"Scelotes caffer" "LC" NA
"Scelotes fitzsimonsi" "LC" NA
"Scelotes mirus" "LC" NA
"Scelotes montispectus" "NT" NA
"Leptotyphlops distanti" "LC" NA
"Leptotyphlops nigricans" "LC" NA
"Leptotyphlops sylvicolus" "LC" NA
"Psammophis crucifer" "LC" NA
"Psammophis leightoni" "LC" NA
"Homoroselaps lacteus" "LC" NA
"Macrelaps microlepidotus" "LC" NA
"Amplorhinus multimaculatus" "LC" NA
"Lycodonomorphus laevissimus" "LC" NA
"Prosymna sundevallii" "LC" NA
"Chamaesaura aenea" "LC" NA
"Chamaesaura macrolepis" "LC" NA
"Cordylus cloetei" "LC" NA
"Cordylus cordylus" "LC" NA
"Cordylus imkeae" "LC" NA
"Cordylus macropholis" "LC" NA
"Cordylus minor" "LC" NA
"Cordylus niger" "LC" NA
"Cordylus oelofseni" "LC" NA
"Cordylus vittifer" "LC" NA
"Hemicordylus capensis" "LC" NA
"Hemicordylus nebulosus" "VU" "D2"
"Karusasaurus polyzonus" "LC" NA
"Namazonurus lawrenci" "LC" NA
"Namazonurus peersi" "LC" NA
"Ninurta coeruleopunctatus" "LC" NA
"Platysaurus broadleyi" "LC" NA
"Platysaurus guttatus" "LC" NA
"Platysaurus lebomboensis" "LC" NA
"Platysaurus minor" "LC" NA
"Platysaurus monotropis" "NT" NA
"Platysaurus orientalis" "LC" NA
"Pseudocordylus melanotus" "LC" NA
"Pseudocordylus microlepidotus" "LC" NA
"Pseudocordylus transvaalensis" "LC" NA
"Smaug warreni" "LC" NA
"Smaug depressus" "LC" NA
"Smaug barbertonensis" "LC" NA
"Smaug breyeri" "LC" NA
"Smaug vandami" "LC" NA
"Pachydactylus amoenus" "LC" NA
"Pachydactylus macrolepis" "LC" NA
"Tetradactylus fitzsimonsi" "VU" "B1ab(i,iii)"
"Namibiana gracilior" "LC" NA
"Trachylepis homalocephala" "LC" NA
"Tetradactylus africanus" "LC" NA
"Lipinia miangensis" "DD" NA
"Kinixys natalensis" "VU" "A4c"
"Ablepharus kitaibelii" "LC" NA
"Hydrophis platurus" "LC" NA
"Homopholis wahlbergii" "LC" NA
"Pachydactylus atorquatus" "LC" NA
"Ctenotus astictus" "LC" NA
"Celestus anelpistus" "CR" "B1ab(iii)"
"Chelonoidis guntheri" "CR" "A2bde"
"Chelonoidis microphyes" "EN" "A1bde"
"Chelonoidis vandenburghi" "VU" "A1bde"
"Platysaurus capensis" "LC" NA
"Achalinus hainanus" "VU" "D2"
"Adercosaurus vixadnexus" "LC" NA
"Anguis cephallonica" "NT" NA
"Glaphyromorphus arnhemicus" "LC" NA
"Chilabothrus argentum" "CR" "B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)"
"Caretta caretta" "VU" "A2b"
"Hoplodactylus duvaucelii" "NT" NA
"Woodworthia chrysosiretica" "NT" NA
"Toropuku stephensi" "VU" "D2"
"Tukutuku rakiurae" "NT" NA
"Mokopirirakau kahutarae" "NT" NA
"Heremites auratus" "LC" NA
"Heremites septemtaeniatus" "LC" NA
"Heremites vittatus" "LC" NA
"Goggia matzikamaensis" "LC" NA
"Goggia incognita" "LC" NA
"Pholidoscelis atratus" "CR" "B1ab(iii,v)+2ab(iii,v)"
"Pholidoscelis auberi" "LC" NA
"Pholidoscelis chrysolaemus" "LC" NA
"Pholidoscelis cineraceus" "EX" NA
"Pholidoscelis corax" "EN" "D"
"Pholidoscelis corvinus" "CR" "B1ab(iii,v)+2ab(iii,v)"
"Pholidoscelis dorsalis" "EN" "B2ab(ii,iv,v)"
"Pholidoscelis erythrocephalus" "NT" NA
"Pholidoscelis exsul" "LC" NA
"Pholidoscelis griswoldi" "NT" NA
"Pholidoscelis lineolatus" "LC" NA
"Pholidoscelis major" "DD" NA
"Pholidoscelis maynardii" "LC" NA
"Pholidoscelis plei" "LC" NA
"Pholidoscelis pluvianotatus" "NT" NA
"Pholidoscelis polops" "EN" "B2ab(iii)"
"Pholidoscelis taeniurus" "LC" NA
"Pholidoscelis wetmorei" "VU" "B1ab(iii,iv,v)"
"Emydoidea blandingii" "EN" "A2cde+4ce"
"Teira dugesii" "LC" NA
"Muhtarophis barani" "DD" NA
"Iguana delicatissima" "CR" "A3ce"
"Paniegekko madjo" "NT" NA
"Epibator greeri" "DD" NA
"Epibator nigrofasciolatum" "LC" NA
"Phasmasaurus maruia" "EN" "B1ab(i,ii,iii)+2ab(i,ii,iii)"
"Phasmasaurus tillieri" "NT" NA
"Caesoris novaecaledoniae" "LC" NA
"Mniarogekko chahoua" "VU" "B1ab(i,ii,iii)+2ab(i,ii,iii)"
"Correlophus ciliatus" "VU" "B1ab(i,ii,iii,v)"
"Correlophus sarasinorum" "VU" "B1ab(i,ii,iii)+2ab(i,ii,iii)"
"Capitellum parvicruzae" "CR" "B1ab(v)+2ab(v)"
"Lophosaurus dilophus" "LC" NA
"Ctenosaura bakeri" "CR" "B1ab(i,ii,iii,v)"
"Cyrtodactylus gialaiensis" "CR" "B1ab(iii)+2ab(iii)"
"Chersobius solus" "VU" "C2a"
"Lepidodactylus labialis" "LC" NA
"Oligodon calamarius" "DD" NA
"Lycodon multizonatus" "DD" NA
"Stichophanes ningshaanensis" "DD" NA
"Archelaphe bella" "LC" NA
"Pseudoplectrurus canaricus" "DD" NA
"Uropeltis ceylanica" "LC" NA
"Uropeltis macrorhyncha" "DD" NA
"Uropeltis maculata" "DD" NA
"Uropeltis nitida" "DD" NA
"Uropeltis ocellata" "LC" NA
"Uropeltis rubrolineata" "LC" NA
"Uropeltis rubromaculata" "LC" NA
"Uropeltis grandis" "NT" NA
"Eutropis ashwamedhi" "VU" "B1ab(iii)"
"Eutropis nagarjunensis" "NT" NA
"Rhadinella godmani" "LC" NA
"Trachylepis laevigata" "DD" NA
"Gracililima nyassae" "LC" NA
"Mehelya egbensis" "DD" NA
"Mehelya gabouensis" "DD" NA
"Acontias albigularis" "DD" NA
"Acontias wakkerstroomensis" "DD" NA
"Celestus agasepsoides" "EN" "B1ab(i,iii)"
"Phrynocephalus reticulatus" "LC" NA
"Oxyrhopus leucomelas" "LC" NA
"Sceloporus jarrovii" "LC" NA
"Chelonoidis phantasticus" "CR" "D"
"Indotyphlops albiceps" "LC" NA
"Cyrtodactylus sadleiri" "EN" "B1ab(iii,v)+2ab(iii,v)"
"Anilios endoterus" "LC" NA
"Anilios hamatus" "LC" NA
"Anilios kimberleyensis" "LC" NA
"Anilios pilbarensis" "LC" NA
"Anilios proximus" "LC" NA
"Anilios waitii" "LC" NA
"Anilios bicolor" "LC" NA
"Hydrophis zweifeli" "DD" NA
"Acontias fitzsimonsi" "LC" NA
"Ophisops elbaensis" "DD" NA
"Phrynocephalus arabicus" "LC" NA
"Trachydactylus spatalurus" "LC" NA
"Afrotyphlops platyrhynchus" "DD" NA
"Neelaps calonotus" "NT" NA
"Simoselaps bimaculatus" "LC" NA
"Hydrophis stokesii" "LC" NA
"Hydrophis schistosus" "LC" NA
"Hydrophis viperinus" "LC" NA
"Hydrophis curtus" "LC" NA
"Stenodactylus slevini" "LC" NA
"Cyrtodactylus albofasciatus" "LC" NA
"Cyrtodactylus collegalensis" "LC" NA
"Cyrtodactylus deccanensis" "LC" NA
"Cyrtodactylus jeyporensis" "CR" "B1ab(iii)"
"Cyrtodactylus triedrus" "NT" NA
"Dendrocygna arborea" "VU" "B2ab(i,ii,iii,iv)"
"Polyplectron schleiermacheri" "EN" "C2a(i)"
"Tetraogallus caspius" "LC" NA
"Alectoris barbara" "LC" NA
"Ammoperdix griseogularis" "LC" NA
"Phasianus colchicus" "LC" NA
"Perdix perdix" "LC" NA
"Bonasa bonasia" "LC" NA
"Tetrao urogallus" "LC" NA
"Lyrurus tetrix" "LC" NA
"Cygnus olor" "LC" NA
"Cygnus cygnus" "LC" NA
"Branta bernicla" "LC" NA
"Anser brachyrhynchus" "LC" NA
"Anser albifrons" "LC" NA
"Mergellus albellus" "LC" NA
"Tadorna tadorna" "LC" NA
"Tadorna ferruginea" "LC" NA
"Netta rufina" "LC" NA
"Aythya fuligula" "LC" NA
"Spatula querquedula" "LC" NA
"Spatula clypeata" "LC" NA
"Mareca strepera" "LC" NA
"Anas crecca" "LC" NA
"Columba livia" "LC" NA
"Columba oenas" "LC" NA
"Columba bollii" "LC" NA
"Caprimulgus europaeus" "LC" NA
"Tachymarptis melba" "LC" NA
"Apus apus" "LC" NA
"Clamator glandarius" "LC" NA
"Cuculus canorus" "LC" NA
"Cuculus saturatus" "LC" NA
"Rallus aquaticus" "LC" NA
"Crex crex" "LC" NA
"Porzana porzana" "LC" NA
"Zapornia parva" "LC" NA
"Zapornia pusilla" "LC" NA
"Porphyrio porphyrio" "LC" NA
"Gallinula chloropus" "LC" NA
"Grus grus" "LC" NA
"Ciconia ciconia" "LC" NA
"Platalea leucorodia" "LC" NA
"Plegadis falcinellus" "LC" NA
"Botaurus stellaris" "LC" NA
"Nycticorax nycticorax" "LC" NA
"Bubulcus ibis" "LC" NA
"Ardea cinerea" "LC" NA
"Ardea purpurea" "LC" NA
"Ardea alba" "LC" NA
"Egretta garzetta" "LC" NA
"Microcarbo pygmaeus" "LC" NA
"Recurvirostra avosetta" "LC" NA
"Himantopus himantopus" "LC" NA
"Pluvialis apricaria" "LC" NA
"Eudromias morinellus" "LC" NA
"Charadrius hiaticula" "LC" NA
"Charadrius dubius" "LC" NA
"Charadrius alexandrinus" "LC" NA
"Vanellus spinosus" "LC" NA
"Vanellus leucurus" "LC" NA
"Numenius phaeopus" "LC" NA
"Arenaria interpres" "LC" NA
"Calidris pugnax" "LC" NA
"Calidris falcinellus" "LC" NA
"Calidris temminckii" "LC" NA
"Calidris alba" "LC" NA
"Calidris minuta" "LC" NA
"Scolopax rusticola" "LC" NA
"Gallinago stenura" "LC" NA
"Lymnocryptes minimus" "LC" NA
"Xenus cinereus" "LC" NA
"Actitis hypoleucos" "LC" NA
"Tringa ochropus" "LC" NA
"Tringa erythropus" "LC" NA
"Tringa nebularia" "LC" NA
"Tringa totanus" "LC" NA
"Tringa glareola" "LC" NA
"Tringa stagnatilis" "LC" NA
"Chlidonias leucopterus" "LC" NA
"Tyto alba" "LC" NA
"Glaucidium passerinum" "LC" NA
"Strix aluco" "LC" NA
"Elanus caeruleus" "LC" NA
"Upupa epops" "LC" NA
"Merops persicus" "LC" NA
"Merops apiaster" "LC" NA
"Picus canus" "LC" NA
"Picus viridis" "LC" NA
"Dryocopus martius" "LC" NA
"Picoides tridactylus" "LC" NA
"Dendrocopos leucotos" "LC" NA
"Dendrocopos syriacus" "LC" NA
"Dendrocopos major" "LC" NA
"Fulica atra" "LC" NA
"Cursorius cursor" "LC" NA
"Aquila fasciata" "LC" NA
"Lagopus lagopus" "LC" NA
"Apus affinis" "LC" NA
"Charadrius leschenaultii" "LC" NA
"Vanellus indicus" "LC" NA
"Alcedo atthis" "LC" NA
"Cygnus columbianus" "LC" NA
"Fulica cristata" "LC" NA
"Turnix sylvaticus" "LC" NA
"Ketupa zeylonensis" "LC" NA
"Glareola nordmanni" "NT" NA
"Chlamydotis undulata" "VU" "A2cd+3cd+4cd"
"Rhea americana" "NT" NA
"Casuarius bennetti" "LC" NA
"Apteryx australis" "VU" "A2be+3be+4be"
"Apteryx owenii" "NT" NA
"Apteryx haastii" "VU" "A2e"
"Tinamus tao" "VU" "A3c"
"Tinamus solitarius" "NT" NA
"Tinamus osgoodi" "VU" "A2cd+3cd+4cd"
"Tinamus guttatus" "NT" NA
"Nothocercus bonapartei" "LC" NA
"Nothocercus julius" "LC" NA
"Nothocercus nigrocapillus" "VU" "A3c"
"Crypturellus berlepschi" "LC" NA
"Crypturellus cinereus" "LC" NA
"Crypturellus ptaritepui" "LC" NA
"Crypturellus obsoletus" "LC" NA
"Crypturellus undulatus" "LC" NA
"Crypturellus transfasciatus" "NT" NA
"Crypturellus strigulosus" "LC" NA
"Crypturellus boucardi" "LC" NA
"Crypturellus kerriae" "VU" "B1ab(i,ii,iii,v);C2a(i)"
"Crypturellus duidae" "NT" NA
"Crypturellus noctivagus" "NT" NA
"Crypturellus atrocapillus" "NT" NA
"Crypturellus variegatus" "LC" NA
"Crypturellus brevirostris" "LC" NA
"Crypturellus bartletti" "LC" NA
"Crypturellus parvirostris" "LC" NA
"Nothoprocta ornata" "LC" NA
"Nothoprocta pentlandii" "LC" NA
"Nothoprocta cinerascens" "LC" NA
"Nothoprocta curvirostris" "LC" NA
"Nothura darwinii" "LC" NA
"Nothura chacoensis" "LC" NA
"Nothura maculosa" "LC" NA
"Nothura boraquira" "LC" NA
"Eudromia elegans" "LC" NA
"Eudromia formosa" "LC" NA
"Tinamotis pentlandii" "LC" NA
"Tinamotis ingoufi" "LC" NA
"Ortalis cinereiceps" "LC" NA
"Ortalis garrula" "LC" NA
"Ortalis ruficauda" "LC" NA
"Ortalis wagleri" "LC" NA
"Ortalis poliocephala" "LC" NA
"Ortalis canicollis" "LC" NA
"Ortalis leucogastra" "LC" NA
"Ortalis motmot" "LC" NA
"Ortalis superciliaris" "LC" NA
"Penelope argyrotis" "LC" NA
"Penelope ortoni" "EN" "A2cd+3cd+4cd"
"Penelope montagnii" "LC" NA
"Penelope marail" "LC" NA
"Penelope superciliaris" "LC" NA
"Penelope dabbenei" "LC" NA
"Penelope purpurascens" "LC" NA
"Penelope perspicax" "EN" "B1ab(i,ii,iii,v)"
"Penelope jacquacu" "LC" NA
"Penelope obscura" "LC" NA
"Penelope pileata" "VU" "A3c"
"Penelope ochrogaster" "VU" "B1ab(i,ii,iii,iv,v);C2a(i);D1"
"Penelope jacucaca" "VU" "A2cd+3cd+4cd"
"Pipile cujubi" "LC" NA
"Aburria aburri" "NT" NA
"Chamaepetes goudotii" "LC" NA
"Penelopina nigra" "VU" "A2cd+3cd+4cd"
"Oreophasis derbianus" "EN" "C2a(i)"
"Nothocrax urumutum" "LC" NA
"Mitu tomentosum" "NT" NA
"Mitu salvini" "LC" NA
"Mitu tuberosum" "LC" NA
"Pauxi pauxi" "EN" "C2a(i)"
"Crax rubra" "VU" "A2cd+3cd+4cd"
"Crax daubentoni" "NT" NA
"Crax alector" "VU" "A3c"
"Crax globulosa" "EN" "A2d+3d+4d;C2a(i)"
"Crax blumenbachii" "EN" "B1ab(i,ii,iii,v);C2a(i);D"
"Aepypodius arfakianus" "LC" NA
"Aepypodius bruijnii" "EN" "B1ab(ii,iii,v)+2ab(ii,iii,v); C2a(ii)"
"Talegalla cuvieri" "LC" NA
"Talegalla fuscirostris" "LC" NA
"Talegalla jobiensis" "LC" NA
"Macrocephalon maleo" "EN" "A2bcde+3bcde+4bcde"
"Megapodius nicobariensis" "VU" "C2a(i);D1"
"Megapodius cumingii" "LC" NA
"Megapodius bernsteinii" "VU" "A2cde+3cde+4cde"
"Megapodius freycinet" "LC" NA
"Megapodius decollatus" "LC" NA
"Megapodius layardi" "VU" "C2a(i)"
"Megapodius laperouse" "EN" "B1ab(ii,iii,iv,v)"
"Eulipoa wallacei" "VU" "A2cde+3cde+4cde"
"Leipoa ocellata" "VU" "A2bce+3ce+4bce"
"Lerwa lerwa" "LC" NA
"Ammoperdix heyi" "LC" NA
"Tetraogallus tibetanus" "LC" NA
"Tetraogallus altaicus" "LC" NA
"Tetraophasis obscurus" "LC" NA
"Tetraophasis szechenyii" "LC" NA
"Alectoris philbyi" "LC" NA
"Alectoris magna" "LC" NA
"Alectoris melanocephala" "LC" NA
"Francolinus pictus" "LC" NA
"Francolinus pintadeanus" "LC" NA
"Francolinus gularis" "VU" "A2cd+3cd+4cd"
"Peliperdix albogularis" "LC" NA
"Peliperdix schlegelii" "LC" NA
"Peliperdix lathami" "LC" NA
"Dendroperdix sephaena" "LC" NA
"Scleroptila streptophora" "NT" NA
"Scleroptila finschi" "LC" NA
"Scleroptila afra" "LC" NA
"Scleroptila levaillantii" "LC" NA
"Scleroptila gutturalis" "LC" NA
"Pternistis hartlaubi" "LC" NA
"Pternistis bicalcaratus" "LC" NA
"Pternistis clappertoni" "LC" NA
"Pternistis icterorhynchus" "LC" NA
"Pternistis adspersus" "LC" NA
"Pternistis natalensis" "LC" NA
"Pternistis ahantensis" "LC" NA
"Pternistis squamatus" "LC" NA
"Pternistis griseostriatus" "LC" NA
"Pternistis leucoscepus" "LC" NA
"Pternistis rufopictus" "LC" NA
"Pternistis swainsonii" "LC" NA
"Pternistis jacksoni" "LC" NA
"Pternistis camerunensis" "EN" "B1ab(i,ii,iii,v); C2a(ii)"
"Pternistis swierstrai" "EN" "B2ab(i,ii,iii,v);C2a(i)"
"Xenoperdix udzungwensis" "EN" "B1ab(v)"
"Perdix dauurica" "LC" NA
"Perdix hodgsoniae" "LC" NA
"Melanoperdix niger" "VU" "A2c+3c+4c"
"Coturnix pectoralis" "LC" NA
"Coturnix novaezelandiae" "EX" NA
"Coturnix coromandelica" "LC" NA
"Coturnix delegorguei" "LC" NA
"Synoicus ypsilophorus" "LC" NA
"Synoicus adansonii" "LC" NA
"Synoicus chinensis" "LC" NA
"Anurophasis monorthonyx" "NT" NA
"Perdicula argoondah" "LC" NA
"Perdicula erythrorhyncha" "LC" NA
"Arborophila rufogularis" "LC" NA
"Arborophila atrogularis" "NT" NA
"Arborophila crudigularis" "LC" NA
"Arborophila mandellii" "VU" "C2a(i)"
"Arborophila brunneopectus" "LC" NA
"Arborophila rufipectus" "EN" "C2a(i)"
"Arborophila javanica" "LC" NA
"Arborophila hyperythra" "LC" NA
"Arborophila gingica" "NT" NA
"Arborophila davidi" "NT" NA
"Arborophila cambodiana" "LC" NA
"Arborophila ardens" "VU" "A2cd;B1ab(ii,iii,iv,v);C2a(i)"
"Caloperdix oculeus" "NT" NA
"Haematortyx sanguiniceps" "LC" NA
"Rollulus rouloul" "NT" NA
"Ptilopachus petrosus" "LC" NA
"Bambusicola fytchii" "LC" NA
"Galloperdix spadicea" "LC" NA
"Galloperdix lunulata" "LC" NA
"Galloperdix bicalcarata" "LC" NA
"Ithaginis cruentus" "LC" NA
"Tragopan satyra" "NT" NA
"Tragopan temminckii" "LC" NA
"Tragopan caboti" "VU" "C2a(i)"
"Pucrasia macrolopha" "LC" NA
"Lophophorus impejanus" "LC" NA
"Lophophorus sclateri" "VU" "C2a(i)"
"Lophophorus lhuysii" "VU" "C2a(i)"
"Gallus gallus" "LC" NA
"Gallus sonneratii" "LC" NA
"Gallus lafayettii" "LC" NA
"Lophura leucomelanos" "LC" NA
"Lophura nycthemera" "LC" NA
"Lophura swinhoii" "NT" NA
"Lophura diardi" "LC" NA
"Lophura bulweri" "VU" "A2cd+3cd+4cd;C2a(i)"
"Crossoptilon crossoptilon" "NT" NA
"Crossoptilon mantchuricum" "VU" "C2a(i)"
"Crossoptilon auritum" "LC" NA
"Syrmaticus ellioti" "NT" NA
"Syrmaticus humiae" "NT" NA
"Syrmaticus mikado" "NT" NA
"Syrmaticus soemmerringii" "NT" NA
"Polyplectron chalcurum" "LC" NA
"Polyplectron inopinatum" "VU" "B1ab(ii,iii,iv,v);C2a(i)"
"Polyplectron germaini" "NT" NA
"Polyplectron malacense" "VU" "A2cd+3cd+4cd"
"Afropavo congensis" "VU" "C2a(i)"
"Pavo cristatus" "LC" NA
"Lyrurus mlokosiewiczi" "NT" NA
"Tetrao urogalloides" "LC" NA
"Centrocercus urophasianus" "NT" NA
"Tympanuchus phasianellus" "LC" NA
"Tympanuchus cupido" "VU" "A2bcde+3bcde+4bcde"
"Meleagris ocellata" "NT" NA
"Agelastes meleagrides" "VU" "A2cd+3cd+4cd"
"Agelastes niger" "LC" NA
"Guttera plumifera" "LC" NA
"Acryllium vulturinum" "LC" NA
"Dendrortyx barbatus" "VU" "A2cd+3cd+4cd;B1ab(i,ii,iii,v);C2a(i)"
"Dendrortyx macroura" "LC" NA
"Dendrortyx leucophrys" "LC" NA
"Philortyx fasciatus" "LC" NA
"Colinus nigrogularis" "LC" NA
"Odontophorus gujanensis" "NT" NA
"Odontophorus capueira" "LC" NA
"Odontophorus melanotis" "LC" NA
"Odontophorus erythrops" "LC" NA
"Odontophorus atrifrons" "VU" "B1ab(i,ii,iii,v)"
"Odontophorus hyperythrus" "NT" NA
"Odontophorus melanonotus" "VU" "B1ab(i,ii,iii,v)"
"Odontophorus speciosus" "NT" NA
"Odontophorus dialeucos" "VU" "D2"
"Odontophorus columbianus" "NT" NA
"Odontophorus leucolaemus" "LC" NA
"Odontophorus balliviani" "LC" NA
"Odontophorus stellatus" "LC" NA
"Odontophorus guttatus" "LC" NA
"Dactylortyx thoracicus" "LC" NA
"Cyrtonyx ocellatus" "VU" "A3cd"
"Rhynchortyx cinctus" "LC" NA
"Anhima cornuta" "LC" NA
"Chauna chavaria" "NT" NA
"Chauna torquata" "LC" NA
"Anseranas semipalmata" "LC" NA
"Dendrocygna guttata" "LC" NA
"Dendrocygna bicolor" "LC" NA
"Dendrocygna javanica" "LC" NA
"Dendrocygna viduata" "LC" NA
"Thalassornis leuconotus" "LC" NA
"Nomonyx dominicus" "LC" NA
"Oxyura vittata" "LC" NA
"Oxyura australis" "NT" NA
"Biziura lobata" "LC" NA
"Heteronetta atricapilla" "LC" NA
"Stictonetta naevosa" "LC" NA
"Cygnus melancoryphus" "LC" NA
"Cygnus buccinator" "LC" NA
"Coscoroba coscoroba" "LC" NA
"Anser cygnoid" "VU" "A2bcd+3bcd+4bcd"
"Anser rossii" "LC" NA
"Anser canagicus" "NT" NA
"Cyanochen cyanoptera" "VU" "C2a(ii)"
"Chloephaga melanoptera" "LC" NA
"Chloephaga picta" "LC" NA
"Chloephaga hybrida" "LC" NA
"Chloephaga poliocephala" "LC" NA
"Chloephaga rubidiceps" "LC" NA
"Neochen jubata" "NT" NA
"Tadorna cana" "LC" NA
"Tadorna tadornoides" "LC" NA
"Tadorna variegata" "LC" NA
"Radjah radjah" "LC" NA
"Plectropterus gambensis" "LC" NA
"Pteronetta hartlaubii" "LC" NA
"Nettapus pulchellus" "LC" NA
"Nettapus coromandelianus" "LC" NA
"Nettapus auritus" "LC" NA
"Callonetta leucophrys" "LC" NA
"Aix sponsa" "LC" NA
"Chenonetta jubata" "LC" NA
"Merganetta armata" "LC" NA
"Hymenolaimus malacorhynchos" "EN" "C2a(i)"
"Salvadorina waigiuensis" "VU" "C2a(ii)"
"Lophonetta specularioides" "LC" NA
"Anas capensis" "LC" NA
"Mareca falcata" "NT" NA
"Mareca americana" "LC" NA
"Mareca sibilatrix" "LC" NA
"Anas sparsa" "LC" NA
"Anas rubripes" "LC" NA
"Anas luzonica" "VU" "A2bcd"
"Anas superciliosa" "LC" NA
"Anas undulata" "LC" NA
"Anas melleri" "EN" "C2a(ii)"
"Spatula discors" "LC" NA
"Spatula cyanoptera" "LC" NA
"Spatula smithii" "LC" NA
"Spatula platalea" "LC" NA
"Spatula rhynchotis" "LC" NA
"Anas bernieri" "EN" "C2a(ii)"
"Anas gracilis" "LC" NA
"Anas castanea" "LC" NA
"Anas aucklandica" "VU" "D1"
"Anas bahamensis" "LC" NA
"Anas erythrorhyncha" "LC" NA
"Anas eatoni" "VU" "A3e"
