"","auto_id","Scientific.name.species","taxon_name_species","taxon_name_infraspecies","TBN學名_infraspecies","name_c.x","name_e","category","criteria","adjusting","taxon_group","name_code","taxon_rank","tp_tid","ra_tid","taibnet_namecode","uuid","rank","class","class_c","order","order_c","family","family_c","genus","genus_c","name_c.y","is_endemic","is_alien","is_protected"
"402",396,"Lentipes armatus","Lentipes armatus","Lentipes armatus","Lentipes armatus","棘麟裂唇鯊?虎",NA,"NNT","B2a"," ","freshwater fish","395514","species",395514,395514,395514,"65445927-de9d-4b76-ab6e-ccdcdd9b359f","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Lentipes","韌?虎屬"," "," "," "," "
"403",397,"Anguilla marmorata","Anguilla marmorata","Anguilla marmorata","Anguilla marmorata","花鰻鱺",NA,"NLC"," "," ","freshwater fish","380712","species",380712,380712,380712,"9580023d-6c11-42a2-a03e-4513d983cae3","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Anguillidae","鰻鱺科","Anguilla","鰻鱺屬","花鰻鱺"," "," "," "
"404",398,"Cobitis sinensis","Cobitis sinensis","Cobitis sinensis","Cobitis sinensis","中華鰍",NA,"NLC"," "," ","freshwater fish","380994","species",380994,380994,380994,"bed58f9e-a071-4cfb-ad33-149ba91b386a","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cobitidae","鰍科","Cobitis","鰍屬","中華鰍"," "," "," "
"405",399,"Misgurnus anguillicaudatus","Misgurnus anguillicaudatus","Misgurnus anguillicaudatus","Misgurnus anguillicaudatus","泥鰍",NA,"NLC"," "," ","freshwater fish","380995","species",380995,380995,380995,"9cd32513-8776-4b11-ae0e-548154059714","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cobitidae","鰍科","Misgurnus","泥鰍屬","泥鰍"," "," "," "
"406",400,"Paramisgurnus dabryanus","Paramisgurnus dabryanus","Paramisgurnus dabryanus","Paramisgurnus dabryanus","大鱗副泥鰍",NA,"NLC"," "," ","freshwater fish","380996","species",380996,380996,380996,"719b88f2-ff73-40b1-ae2a-49eaf82c3759","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cobitidae","鰍科","Paramisgurnus","副泥鰍屬","大鱗副泥鰍"," "," "," "
"407",401,"Acrossocheilus paradoxus","Acrossocheilus paradoxus","Acrossocheilus paradoxus","Acrossocheilus paradoxus","臺灣石魚賓",NA,"NLC"," "," ","freshwater fish","380997","species",380997,380997,380997,"4d741193-b2ac-49db-8caf-d0f9c192bbd4","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Acrossocheilus"," "," ","Y"," "," "
"408",402,"Candidia barbata","Candidia barbata","Candidia barbata","Candidia barbata","臺灣鬚?",NA,"NLC"," "," ","freshwater fish","381000","species",381000,381000,381000,"3e294710-6b83-4afb-adc2-b246b5c3cf95","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Candidia","鬚?屬","臺灣鬚?","Y"," "," "
"409",403,"Carassius auratus","Carassius auratus","Carassius auratus auratus","Carassius auratus auratus","鯽",NA,"NLC"," "," ","freshwater fish","381001","infraspecies",1023839,1023839,NA,"6be4c7ff-055c-44ba-8d4e-e5637a023530","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Carassius","鯽屬","鯽"," "," "," "
"410",404,"Chanodichthys erythropterus","Chanodichthys erythropterus","Chanodichthys erythropterus","Chanodichthys erythropterus","紅鰭?",NA,"NLC"," "," ","freshwater fish","381006","species",381006,381006,381006,"9e40f8b8-55dc-464b-a1da-6ddf745e9bd9","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Chanodichthys","紅鰭?屬","紅鰭?"," "," "," "
"411",405,"Cyprinus carpio","Cyprinus carpio","Cyprinus carpio carpio","Cyprinus carpio carpio","鯉",NA,"NLC"," "," ","freshwater fish","381007","infraspecies",1024085,1024085,NA,"a3d77668-4348-44f7-9443-abfb6a4eed7d","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Cyprinus","鯉屬","鯉"," "," "," "
"412",406,"Hemibarbus labeo","Hemibarbus labeo","Hemibarbus labeo","Hemibarbus labeo","唇?",NA,"NLC"," "," ","freshwater fish","381011","species",381011,381011,381011,"0364a4dd-fcc8-4a7d-a1cd-cad590b76cbb","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Hemibarbus","?屬","唇?"," "," "," "
"413",407,"Hemiculter leucisculus","Hemiculter leucisculus","Hemiculter leucisculus","Hemiculter leucisculus","?",NA,"NLC"," "," ","freshwater fish","381012","species",381012,381012,381012,"7f0feab0-4c08-4828-bc7c-edcfed943bc2","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Hemiculter","屬","?"," "," "," "
"414",408,"Microphysogobio alticorpus","Microphysogobio alticorpus","Microphysogobio alticorpus","Microphysogobio alticorpus","高身小鰾鮈",NA,"NLC"," "," ","freshwater fish","381016","species",381016,381016,381016,"2a45aad3-b14b-4138-864e-dd1a9e3db3cc","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Microphysogobio","小鰾鮈屬","高身小鰾鮈","Y"," "," "
"415",409,"Paratanakia himantegus","Tanakia himantegus","Tanakia himantegus","Paratanakia himantegus himantegus","革條田中??",NA,"NLC"," "," ","freshwater fish","381019","species",1025119,1025119,NA,"1179f87b-f544-4f13-af59-177af97205b2","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Paratanakia"," ","革條田中??"," "," "," "
"416",410,"Pseudorasbora parva","Pseudorasbora parva","Pseudorasbora parva","Pseudorasbora parva","羅漢魚",NA,"NLC"," "," ","freshwater fish","381021","species",381021,381021,381021,"f7cf30a7-ab44-495c-9f51-633334bda364","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Pseudorasbora","羅漢魚屬","羅漢魚"," "," "," "
"417",411,"Spinibarbus hollandi","Spinibarbus hollandi","Spinibarbus hollandi","Spinibarbus hollandi","何氏棘?",NA,"NLC"," "," ","freshwater fish","381027","species",381027,381027,381027,"99b2cfe1-fee9-4f2e-b019-427c390b2b70","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Spinibarbus","棘?屬","何氏棘?","Y"," "," "
"418",412,"Opsariichthys pachycephalus","Opsariichthys pachycephalus","Opsariichthys pachycephalus","Opsariichthys pachycephalus","粗首馬口?",NA,"NLC"," "," ","freshwater fish","381031","species",381031,381031,381031,"ff8ef66a-3a83-462d-b6e2-aff7060bc008","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Opsariichthys","馬口?屬","粗首馬口?","Y"," "," "
"419",413,"Channa maculata","Channa maculata","Channa maculata","Channa maculata","斑鱧",NA,"NLC","B2b(ii)","[+1]","freshwater fish","381618","species",381618,381618,381618,"5dbbd9ea-e8f7-48be-930d-cd5e2362c898","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Channidae","鱧科","Channa","鱧屬","斑鱧"," "," "," "
"420",414,"Eleotris acanthopoma","Eleotris acanthopoma","Eleotris acanthopoma","Eleotris acanthopoma","刺蓋塘鱧",NA,"NLC"," "," ","freshwater fish","381655","species",381655,381655,381655,"77d9c859-a96c-4437-92f3-1007e759ae08","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Eleotridae","塘鱧科","Eleotris","塘鱧屬","刺蓋塘鱧"," "," "," "
"421",415,"Eleotris fusca","Eleotris fusca","Eleotris fusca","Eleotris fusca","褐塘鱧",NA,"NLC"," "," ","freshwater fish","381656","species",381656,381656,381656,"62a206dd-fd6d-4087-be77-ed7ddbe9117c","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Eleotridae","塘鱧科","Eleotris","塘鱧屬","褐塘鱧"," "," "," "
"422",416,"Awaous melanocephalus","Awaous melanocephalus","Awaous melanocephalus","Awaous melanocephalus","黑頭阿胡?虎",NA,"NLC"," "," ","freshwater fish","381718","species",381718,381718,381718,"535f2da4-f79b-477a-afde-7b4b10a066f3","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Awaous","阿胡?虎屬","黑頭阿胡?虎"," "," "," "
"423",417,"Mugilogobius abei","Mugilogobius abei","Mugilogobius abei","Mugilogobius abei","阿部氏鯔?虎",NA,"NLC"," "," ","freshwater fish","381806","species",381806,381806,381806,"2b0471dc-f510-4d5a-94f9-2a8c8283b43d","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Mugilogobius","鯔?虎屬","阿部氏鯔?虎"," "," "," "
"424",418,"Oligolepis acutipennis","Oligolepis acutipennis","Oligolepis acutipennis","Oligolepis acutipennis","尖鰭寡鱗?虎",NA,"NLC"," "," ","freshwater fish","381811","species",381811,381811,381811,"e8dc17ab-9f4b-42b7-96b4-fc67946bafd9","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Oligolepis","寡鱗?虎屬","尖鰭寡鱗?虎"," "," "," "
"425",419,"Redigobius bikolanus","Redigobius bikolanus","Redigobius bikolanus","Redigobius bikolanus","拜庫雷?虎",NA,"NLC"," "," ","freshwater fish","381835","species",381835,381835,381835,"fcf5fa13-a401-4de3-9c2e-6e340befb621","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Redigobius","雷?虎屬","拜庫雷?虎"," "," "," "
"426",420,"Rhinogobius candidianus","Rhinogobius candidianus","Rhinogobius candidianus","Rhinogobius candidianus","明潭吻?虎",NA,"NLC"," "," ","freshwater fish","381836","species",381836,381836,381836,"f7eb6c2e-7ea5-4204-90ee-99508c419018","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Rhinogobius","吻?虎屬","明潭吻?虎","Y"," "," "
"427",421,"Rhinogobius gigas","Rhinogobius gigas","Rhinogobius gigas","Rhinogobius gigas","大吻?虎",NA,"NLC"," "," ","freshwater fish","381838","species",381838,381838,381838,"71defa39-4ee4-4cdd-8617-a6419aa43fb9","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Rhinogobius","吻?虎屬","大吻?虎","Y"," "," "
"428",422,"Rhinogobius giurinus","Rhinogobius giurinus","Rhinogobius giurinus","Rhinogobius giurinus","極樂吻?虎",NA,"NLC"," "," ","freshwater fish","381839","species",381839,381839,381839,"a045cb04-1124-440d-b308-005ad7bd7ae4","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Rhinogobius","吻?虎屬","極樂吻?虎"," "," "," "
"429",423,"Rhinogobius maculafasciatus","Rhinogobius maculafasciatus","Rhinogobius maculafasciatus","Rhinogobius maculafasciatus","斑帶吻?虎",NA,"NLC"," "," ","freshwater fish","381842","species",381842,381842,381842,"a0ca0985-738c-4205-ac96-e43cfd11e242","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Rhinogobius","吻?虎屬","斑帶吻?虎","Y"," "," "
"430",424,"Rhinogobius rubromaculatus","Rhinogobius rubromaculatus","Rhinogobius rubromaculatus","Rhinogobius rubromaculatus","短吻紅斑吻?虎",NA,"NLC"," "," ","freshwater fish","381845","species",381845,381845,381845,"e0c2be1b-1dc6-432e-8dec-ec565d8e2e9f","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Rhinogobius","吻?虎屬","短吻紅斑吻?虎","Y"," "," "
"431",425,"Schismatogobius ampluvinculus","Schismatogobius ampluvinculus","Schismatogobius ampluvinculus","Schismatogobius ampluvinculus","寬帶裂身?虎",NA,"NLC","B1a+2a","[+1]","freshwater fish","381848","species",381848,381848,381848,"2c8c790a-0a7b-49c8-aed9-92c05640b532","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Schismatogobius","裂身?虎屬","寬帶裂身?虎"," "," "," "
"432",426,"Sicyopterus japonicus","Sicyopterus japonicus","Sicyopterus japonicus","Sicyopterus japonicus","日本瓢鰭?虎",NA,"NLC","B1b(i,ii)+2b(i,ii)","[+1]","freshwater fish","381850","species",381850,381850,381850,"bce2258d-c21b-4047-83f0-e04f50058cf3","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Sicyopterus","瓢鰭?虎屬","日本瓢鰭?虎"," "," "," "
"433",427,"Sicyopterus macrostetholepis","Sicyopterus macrostetholepis","Sicyopterus macrostetholepis","Sicyopterus macrostetholepis","寬頰瓢鰭?虎",NA,"NLC"," "," ","freshwater fish","381851","species",381851,381851,381851,"f5bc997a-11c4-46b4-840d-94cdcbd8c4f5","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Sicyopterus","瓢鰭?虎屬","寬頰瓢鰭?虎"," "," "," "
"434",428,"Sicyopus zosterophorus","Sicyopus zosterophorus","Sicyopus zosterophorus","Sicyopus zosterophorus","環帶瓢眼?虎",NA,"NLC","B1a+2a","[+1]","freshwater fish","381852","species",381852,381852,381852,"73940790-4e24-47fe-90fd-ffb6e1671e45","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Sicyopus","瓢眼?虎屬","環帶瓢眼?虎"," "," "," "
"435",429,"Stiphodon atropurpureus","Stiphodon atropurpureus","Stiphodon atropurpureus","Stiphodon atropurpureus","黑紫枝牙?虎",NA,"NLC"," "," ","freshwater fish","381855","species",381855,381855,381855,"6963dff5-f1d5-43cd-bc1a-cbb608738986","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Stiphodon","枝牙?虎屬","黑紫枝牙?虎"," "," "," "
"436",430,"Stiphodon percnopterygionus","Stiphodon percnopterygionus","Stiphodon percnopterygionus","Stiphodon percnopterygionus","黑鰭枝牙?虎",NA,"NLC"," "," ","freshwater fish","381856","species",381856,381856,381856,"f69bd38c-ae74-4df2-be91-30546850eec0","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Stiphodon","枝牙?虎屬","黑鰭枝牙?虎"," "," "," "
"437",431,"Rhyacichthys aspro","Rhyacichthys aspro","Rhyacichthys aspro","Rhyacichthys aspro","溪鱧",NA,"NLC"," "," ","freshwater fish","382433","species",382433,382433,382433,"dacb6434-ead9-4222-8d01-ca35308e0554","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Rhyacichthyidae","溪鱧科","Rhyacichthys","溪鱧屬","溪鱧"," "," "," "
"438",432,"Glossogobius celebius","Glossogobius celebius","Glossogobius celebius","Glossogobius celebius","盤鰭叉舌?虎",NA,"NLC"," "," ","freshwater fish","383387","species",383387,383387,383387,"082281a4-7912-45fb-aea2-bc6758b29854","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Glossogobius","叉舌?虎屬","盤鰭叉舌?虎"," "," "," "
"439",433,"Opsariichthys evolans","Opsariichthys evolans","Opsariichthys evolans","Opsariichthys evolans","長鰭馬口?",NA,"NLC"," "," ","freshwater fish","395249","species",395249,395249,395249,"76dba766-cdf4-4fe4-ae98-f142e81d17a9","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Opsariichthys","馬口?屬","長鰭馬口?"," "," "," "
"440",434,"Sicyopterus lagocephalus","Sicyopterus lagocephalus","Sicyopterus lagocephalus","Sicyopterus lagocephalus","兔頭瓢鰭?虎",NA,"NLC"," "," ","freshwater fish","395395","species",395395,395395,395395,"a7fcbb43-f413-4cee-8b19-3eec14ac0254","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Sicyopterus","瓢鰭?虎屬","兔頭瓢鰭?虎"," "," "," "
"441",435,"Stiphodon elegans","Stiphodon elegans","Stiphodon elegans","Stiphodon elegans","美麗枝牙?虎",NA,"NLC"," "," ","freshwater fish","395396","species",395396,395396,395396,"2278a6f3-2a4b-4c93-a4c6-b5039fe21675","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Stiphodon","枝牙?虎屬","美麗枝牙?虎"," "," "," "
"442",436,"Mugilogobius myxodermus","Mugilogobius myxodermus","Mugilogobius myxodermus","Mugilogobius myxodermus","黏皮輜?虎",NA,"NLC","B2a","[+1]","freshwater fish","395515","species",395515,395515,395515,"0928b7b0-0981-4dad-bf5a-7f04cc6d658d","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Mugilogobius","鯔?虎屬"," "," "," "," "
"443",437,"Tachysurus brevianalis","Tachysurus brevianalis","Tachysurus brevianalis","Tachysurus brevianalis","短臀瘋鱨",NA,"NLC"," "," ","freshwater fish","382922","species",382922,382922,382922,"47209c5b-48df-4c34-a6c7-44dc39ebc210","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Bagridae","鱨科","Tachysurus"," ","短臀瘋鱨"," "," "," "
"444",438,"Monopterus albus","Monopterus albus","Monopterus albus","Monopterus albus","黃鱔",NA,"NLC"," "," ","freshwater fish","382958","species",382958,382958,382958,"eec79ade-5027-4d51-b5d4-b9b07d397c86","species","Actinopterygii","條鰭魚綱","Synbranchiformes","合鰓魚目","Synbranchidae","合鰓魚科","Monopterus","黃鱔屬","黃鱔"," "," "," "
"445",439,"Schismatogobius roxasi","Schismatogobius roxasi","Schismatogobius roxasi","Schismatogobius roxasi","羅氏裂身?虎",NA,"NLC","B1a+2a","[+1]","freshwater fish","381849","species",381849,381849,381849,"ecbad055-a7cb-4e58-b043-584821ae06ad","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Schismatogobius","裂身?虎屬","羅氏裂身?虎"," "," "," "
"446",440,"Stenogobinus sp","Stenogobinus sp","Stenogobinus sp","Stenogobinus sp","頰斑細?虎",NA,"NLC","B1a+2a","[+1]","freshwater fish"," ","species",NA,NA,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"447",441,"Anguilla bicolor","Anguilla bicolor","Anguilla bicolor pacifica","Anguilla bicolor pacifica","太平洋雙色鰻鱺",NA,"NDD"," "," ","freshwater fish","380710","infraspecies",1023569,1023569,NA,"1c250d99-5cd3-48ec-aa5e-3c29bce28430","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Anguillidae","鰻鱺科","Anguilla","鰻鱺屬","太平洋雙色鰻鱺"," "," "," "
"448",442,"Squalidus iijimae","Squalidus iijimae","Squalidus iijimae","Squalidus iijimae","飯島氏銀鮈",NA,"NDD"," "," ","freshwater fish","381028","species",381028,381028,381028,"8ff1a9aa-7d0e-42dc-905e-feccb6a69c33","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Squalidus","銀鮈屬","飯島氏銀鮈","Y"," ","Y"
"449",443,"Paratanakia himantegus","Tanakia chii","Tanakia chii","Paratanakia himantegus chii","齊氏田中??",NA,"NDD"," "," ","freshwater fish","395246","species",1025119,1025119,NA,"1179f87b-f544-4f13-af59-177af97205b2","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Paratanakia"," ","革條田中??"," "," "," "
"450",444,"Squalidus argentatus","Squalidus argentatus","Squalidus argentatus","Squalidus argentatus","銀鮈",NA,"NDD"," "," ","freshwater fish","395248","species",395248,395248,395248,"8fa68025-f048-4a84-8007-0af5d6c2a1d1","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Squalidus","銀鮈屬","銀鮈"," "," "," "
"451",445,"Candidia pingtungensis","Candidia pingtungensis","Candidia pingtungensis","Candidia pingtungensis","屏東鬚?",NA,"NDD"," "," ","freshwater fish","395250","species",395250,395250,395250,"6ae00dd7-d923-4347-be30-111c2c0e5341","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Cyprinidae","鯉科","Candidia","鬚?屬","屏東鬚?","Y"," "," "
"452",446,"Hemimyzon sheni","Hemimyzon sheni","Hemimyzon sheni","Hemimyzon sheni","沈氏間爬岩鰍",NA,"NDD"," "," ","freshwater fish","395432","species",395432,395432,395432,"ffbbd50f-0c32-4036-bfd1-47510c85c273","species","Actinopterygii","條鰭魚綱","Cypriniformes","鯉形目","Balitoridae","爬鰍科","Hemimyzon","間爬岩鰍屬","沈氏間爬岩鰍","Y"," "," "
"453",447,"Anguilla celebesensis","Anguilla celebesensis","Anguilla celebesensis","Anguilla celebesensis","西里伯斯鰻鱺",NA,"NDD"," "," ","freshwater fish","395489","species",395489,395489,395489,"0733a97a-93ad-428f-b1ee-67d8ea17d307","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Anguillidae","鰻鱺科","Anguilla","鰻鱺屬","西里伯斯鰻鱺"," "," "," "
