"","result.scientific_name","result.category","result.criteria"
"3563","Rhacophorus bipunctatus","LC"," "
"3564","Kurixalus bisacculus","LC"," "
"3565","Pseudophilautus sordidus","NT"," "
"3566","Raorchestes graminirupes","VU","D2"
"3567","Pseudophilautus amboli","CR","B1ab(iii)"
"3568","Rhacophorus cyanopunctatus","LC"," "
"3569","Raorchestes dubois","VU","D2"
"3570","Rhacophorus dennysi","LC"," "
"3571","Raorchestes anili","LC"," "
"3572","Rhacophorus depressus","DD"," "
"3573","Raorchestes munnarensis","CR","B1ab(iii)"
"3574","Rhacophorus duboisi","DD"," "
"3575","Raorchestes ponmudi","CR","B1ab(iii)"
"3576","Raorchestes bobingeri","VU","D2"
"3577","Pseudophilautus stellatus","EX"," "
"3578","Pseudophilautus stictomerus","NT"," "
"3579","Rhacophorus fasciatus","VU","B1ab(iii)"
"3580","Rhacophorus gauni","NT"," "
"3581","Pseudophilautus temporalis","EX"," "
"3582","Rhacophorus harrissoni","NT"," "
"3583","Raorchestes terebrans","DD"," "
"3584","Raorchestes tuberohumerus","DD"," "
"3585","Philautus tytthus","DD"," "
"3586","Pseudophilautus variabilis","EX"," "
"3587","Raorchestes viridis","EN","B1ab(iii)+2ab(iii)"
"3588","Philautus vittiger","DD"," "
"3589","Pseudophilautus zal","EX"," "
"3590","Pseudophilautus zimmeri","EX"," "
"3591","Pseudophilautus zorro","EN","B1ab(iii)+2ab(iii)"
"3592","Rhacophorus chenfui","LC"," "
"3593","Polypedates colletti","LC"," "
"3594","Polypedates cruciger","LC"," "
"3595","Rhacophorus dorsoviridis","DD"," "
"3596","Rhacophorus dugritei","LC"," "
"3597","Taruga eques","EN","B1ab(iii)"
"3598","Rhacophorus gongshanensis","NT"," "
"3599","Rhacophorus hungfuensis","DD"," "
"3600","Polypedates insularis","EN","B1ab(iii)+2ab(iii)"
"3601","Taruga longinasus","EN","B1ab(iii)+2ab(iii)"
"3602","Polypedates macrotis","LC"," "
"3603","Polypedates maculatus","LC"," "
"3604","Polypedates mutus","LC"," "
"3605","Kurixalus naso","DD"," "
"3606","Rhacophorus nigropunctatus","NT"," "
"3607","Rhacophorus omeimontis","LC"," "
"3608","Polypedates pseudocruciger","LC"," "
"3609","Kurixalus appendiculatus","LC"," "
"3610","Rhacophorus arboreus","LC"," "
"3611","Rhacophorus arvalis","EN","B1ab(iii)+2ab(iii)"
"3612","Rhacophorus aurantiventris","EN","B1ab(v)+2ab(v); C2a(i)"
"3613","Ambystoma mabeei","LC"," "
"3614","Rhacophorus lateralis","EN","B1ab(iii)"
"3615","Rhacophorus malabaricus","LC"," "
"3616","Ambystoma opacum","LC"," "
"3617","Rhacophorus maximus","LC"," "
"3618","Ambystoma rivulare","DD"," "
"3619","Rhacophorus moltrechti","LC"," "
"3620","Dicamptodon copei","LC"," "
"3621","Dicamptodon ensatus","NT"," "
"3622","Rhacophorus nigropalmatus","LC"," "
"3623","Batrachuperus karlschmidti","VU","B1ab(iii)"
"3624","Rhacophorus owstoni","LC"," "
"3625","Batrachuperus londongensis","EN","B1ab(iii,v)"
"3626","Rhacophorus pardalis","LC"," "
"3627","Batrachuperus pinchonii","VU","A2ad"
"3628","Batrachuperus taibaiensis","DD"," "
"3629","Rhacophorus prasinatus","NT"," "
"3630","Batrachuperus tibetanus","VU","A2ad"
"3631","Rhacophorus prominanus","LC"," "
"3632","Batrachuperus yenyuanensis","VU","B1ab(iii,v)+2ab(iii,v)"
"3633","Rhacophorus pseudomalabaricus","CR","B1ab(iii)"
"3634","Hynobius amjiensis","CR","B1ab(iii)+2ab(iii)"
"3635","Rhacophorus reinwardtii","NT"," "
"3636","Hynobius arisanensis","VU","B1ab(iii)+2ab(iii)"
"3637","Rhacophorus rhyssocephalus","DD"," "
"3638","Hynobius boulengeri","VU","B1ab(iii)"
"3639","Hynobius chinensis","EN","B2ab(iii)"
"3640","Hynobius formosanus","EN","B1ab(iii)+2ab(iii)"
"3641","Rhacophorus schlegelii","LC"," "
"3642","Hynobius kimurae","LC"," "
"3643","Rhacophorus taipeianus","NT"," "
"3644","Hynobius leechii","LC"," "
"3645","Rhacophorus taronensis","DD"," "
"3646","Hynobius lichenatus","LC"," "
"3647","Rhacophorus translineatus","DD"," "
"3648","Hynobius naevius","LC"," "
"3649","Rhacophorus tuberculatus","DD"," "
"3650","Hynobius nebulosus","LC"," "
"3651","Rhacophorus turpes","DD"," "
"3652","Hynobius nigrescens","LC"," "
"3653","Ghatixalus variabilis","EN","B1ab(iii)"
"3654","Rhacophorus verrucopus","DD"," "
"3655","Kurixalus verrucosus","LC"," "
"3656","Rhacophorus viridis","LC"," "
"3657","Theloderma horridum","LC"," "
"3658","Theloderma kwangsiense","DD"," "
"3659","Theloderma leporosum","LC"," "
"3660","Rhinophrynus dorsalis","LC"," "
"3661","Scaphiopus couchii","LC"," "
"3662","Spea hammondii","NT"," "
"3663","Spea multiplicata","LC"," "
"3664","Ambystoma altamirani","EN","A2ace; B1ab(iii,v)+2ab(iii,v)"
"3665","Ambystoma barbouri","NT"," "
"3666","Ambystoma bombypellum","CR","B1ab(iii)+2ab(iii)"
"3667","Ambystoma dumerilii","CR","B1ab(iii,v)+2ab(iii,v)"
"3668","Ambystoma granulosum","CR","B1ab(iii)"
"3669","Ambystoma leorae","CR","B1ab(iii,v)+2ab(iii,v)"
"3670","Ambystoma talpoideum","LC"," "
"3671","Ambystoma velasci","LC"," "
"3672","Amphiuma means","LC"," "
"3673","Amphiuma pholeter","NT"," "
"3674","Amphiuma tridactylum","LC"," "
"3675","Cryptobranchus alleganiensis","NT"," "
"3676","Bolitoglossa flaviventris","EN","B1ab(iii)"
"3677","Hynobius quelpaertensis","DD"," "
"3678","Bolitoglossa franklini","EN","B1ab(iii)"
"3679","Hynobius retardatus","LC"," "
"3680","Bolitoglossa guaramacalensis","VU","D2"
"3681","Hynobius sonani","EN","B1ab(iii)+2ab(iii)"
"3682","Bolitoglossa gracilis","VU","D2"
"3683","Hynobius tokyoensis","VU","B1ab(iii)"
"3684","Bolitoglossa hartwegi","NT"," "
"3685","Hynobius tsuensis","LC"," "
"3686","Bolitoglossa helmrichi","NT"," "
"3687","Hynobius turkestanicus","DD"," "
"3688","Bolitoglossa medemi","VU","B1ab(iii)"
"3689","Hynobius yiwuensis","VU","B2ab(iii)"
"3690","Bolitoglossa meliana","EN","B1ab(iii)"
"3691","Pachyhynobius yunanicus","EN","B1ab(iii)"
"3692","Bolitoglossa mexicana","LC"," "
"3693","Onychodactylus japonicus","LC"," "
"3694","Bolitoglossa minutula","EN","B1ab(iii)"
"3695","Pachyhynobius shangchengensis","VU","B1ab(iii,v)"
"3696","Bolitoglossa mombachoensis","VU","D2"
"3697","Pseudohynobius puxiongensis","DD"," "
"3698","Bolitoglossa morio","LC"," "
"3699","Pseudohynobius flavomaculatus","VU","B2ab(iii)"
"3700","Bolitoglossa mulleri","VU","B1ab(iii)"
"3701","Liua shihi","NT"," "
"3702","Liua tsinpaensis","VU","B1ab(iii,v)+2ab(iii,v)"
"3703","Bolitoglossa nigrescens","EN","B1ab(iii)"
"3704","Salamandrella keyserlingii","LC"," "
"3705","Bolitoglossa oaxacensis","DD"," "
"3706","Aneides ferreus","NT"," "
"3707","Bolitoglossa occidentalis","LC"," "
"3708","Aneides flavipunctatus","NT"," "
"3709","Aneides hardii","LC"," "
"3710","Bolitoglossa orestes","VU","D2"
"3711","Aneides lugubris","LC"," "
"3712","Bolitoglossa pandi","EN","B1ab(iii)"
"3713","Batrachoseps attenuatus","LC"," "
"3714","Bolitoglossa peruviana","LC"," "
"3715","Batrachoseps diabolicus","DD"," "
"3716","Bolitoglossa pesrubra","VU","A2ace"
"3717","Batrachoseps gabrieli","DD"," "
"3718","Bolitoglossa phalarosoma","DD"," "
"3719","Batrachoseps gavilanensis","LC"," "
"3720","Bolitoglossa platydactyla","NT"," "
"3721","Batrachoseps gregarius","LC"," "
"3722","Bolitoglossa porrasorum","EN","B1ab(iii)"
"3723","Batrachoseps incognitus","DD"," "
"3724","Bolitoglossa ramosi","LC"," "
"3725","Batrachoseps kawia","DD"," "
"3726","Bolitoglossa riletti","EN","B1ab(iii)"
"3727","Batrachoseps luciae","LC"," "
"3728","Batrachoseps major","LC"," "
"3729","Batrachoseps minor","DD"," "
"3730","Batrachoseps nigriventris","LC"," "
"3731","Batrachoseps pacificus","LC"," "
"3732","Batrachoseps regius","VU","D2"
"3733","Batrachoseps robustus","NT"," "
"3734","Batrachoseps wrighti","VU","B1ab(iii)"
"3735","Bolitoglossa adspersa","LC"," "
"3736","Bolitoglossa alberchi","LC"," "
"3737","Bolitoglossa altamazonica","LC"," "
"3738","Bolitoglossa alvaradoi","EN","B1ab(iii)"
"3739","Bolitoglossa anthracina","DD"," "
"3740","Bolitoglossa biseriata","LC"," "
"3741","Bolitoglossa borburata","NT"," "
"3742","Bolitoglossa carri","CR","B1ab(iii)+2ab(iii)"
"3743","Bolitoglossa celaque","EN","B1ab(iii)"
"3744","Bolitoglossa cerroensis","LC"," "
"3745","Bolitoglossa chica","VU","B1ab(iii)"
"3746","Bolitoglossa colonnea","LC"," "
"3747","Bolitoglossa conanti","EN","B1ab(iii)"
"3748","Bolitoglossa cuchumatana","NT"," "
"3749","Bolitoglossa cuna","DD"," "
"3750","Bolitoglossa decora","CR","B1ab(iii)+2ab(iii)"
"3751","Bolitoglossa diaphora","CR","B2ab(iii)"
"3752","Bolitoglossa diminuta","VU","D2"
"3753","Bolitoglossa engelhardti","EN","B1ab(iii)"
"3754","Bolitoglossa epimela","DD"," "
"3755","Bolitoglossa equatoriana","LC"," "
"3756","Bolitoglossa flavimembris","EN","B1ab(iii)"
"3757","Bolitoglossa hermosa","NT"," "
"3758","Bolitoglossa hiemalis","DD"," "
"3759","Bolitoglossa hypacra","LC"," "
"3760","Bolitoglossa jacksoni","DD"," "
"3761","Bolitoglossa lignicolor","VU","B1ab(iii)"
"3762","Bolitoglossa lincolni","NT"," "
"3763","Bolitoglossa longissima","CR","B1ab(iii)"
"3764","Bolitoglossa lozanoi","DD"," "
"3765","Bolitoglossa macrinii","NT"," "
"3766","Bolitoglossa marmorea","EN","B1ab(iii)"
"3767","Eurycea chamberlaini","DD"," "
"3768","Bolitoglossa robusta","LC"," "
"3769","Eurycea chisholmensis","VU","D2"
"3770","Bolitoglossa rostrata","VU","B1ab(iii)"
"3771","Bolitoglossa rufescens","LC"," "
"3772","Eurycea cirrigera","LC"," "
"3773","Eurycea junaluska","VU","D1"
"3774","Eurycea latitans","VU","B1ab(iii)+2ab(iii)"
"3775","Bolitoglossa schizodactyla","LC"," "
"3776","Eurycea waterlooensis","VU","D2"
"3777","Bolitoglossa sima","VU","B1ab(iii)"
"3778","Gyrinophilus gulolineatus","EN","B1ab(iii)+2ab(iii)"
"3779","Bolitoglossa sooyorum","EN","B1ab(iii,v)"
"3780","Gyrinophilus palleucus","VU","B2ab(iii,v)"
"3781","Bolitoglossa striatula","LC"," "
"3782","Gyrinophilus subterraneus","EN","D"
"3783","Bolitoglossa stuarti","DD"," "
"3784","Eurycea wallacei","VU","B1ab(iii)+2ab(iii)"
"3785","Bolitoglossa subpalmata","EN","B1ab(v)"
"3786","Bolitoglossa taylori","DD"," "
"3787","Bolitoglossa veracrucis","EN","B1ab(iii)"
"3788","Pseudoeurycea lineola","EN","B1ab(iii,v)"
"3789","Bolitoglossa yucatana","LC"," "
"3790","Nototriton abscondens","LC"," "
"3791","Bradytriton silus","CR","B2ab(i,ii,iii)"
"3792","Nototriton barbouri","EN","B1ab(iii)"
"3793","Nototriton gamezi","VU","D2"
"3794","Chiropterotriton chiropterus","CR","A2ac"
"3795","Nototriton guanacaste","VU","D2"
"3796","Chiropterotriton chondrostega","EN","B1ab(iii)"
"3797","Nototriton lignicola","CR","B1ab(iii)"
"3798","Chiropterotriton cracens","EN","B1ab(v)"
"3799","Nototriton limnospectator","EN","B1ab(iii)"
"3800","Nototriton major","CR","B1ab(iii)"
"3801","Nototriton picadoi","NT"," "
"3802","Chiropterotriton magnipes","CR","B2ab(iii,v)"
"3803","Chiropterotriton multidentatus","EN","B1ab(iii,v)"
"3804","Chiropterotriton orculus","VU","B1ab(iii)"
"3805","Chiropterotriton priscus","NT"," "
"3806","Chiropterotriton terrestris","CR","B1ab(iii)"
"3807","Thorius adelos","EN","B1ab(iii)"
"3808","Cryptotriton alvarezdeltoroi","EN","B1ab(iii)"
"3809","Dendrotriton bromeliacius","CR","B2ab(iii,v)"
"3810","Dendrotriton cuchumatanus","CR","B1ab(iii)"
"3811","Dendrotriton megarhinus","VU","D2"
"3812","Dendrotriton rabbi","CR","B1ab(iii)"
"3813","Dendrotriton sanctibarbarus","VU","D2"
"3814","Dendrotriton xolocalcae","VU","D2"
"3815","Desmognathus aeneus","NT"," "
"3816","Desmognathus apalachicolae","LC"," "
"3817","Desmognathus auriculatus","LC"," "
"3818","Desmognathus brimleyorum","LC"," "
"3819","Desmognathus carolinensis","LC"," "
"3820","Desmognathus folkertsi","DD"," "
"3821","Desmognathus fuscus","LC"," "
"3822","Desmognathus imitator","LC"," "
"3823","Desmognathus marmoratus","LC"," "
"3824","Desmognathus monticola","LC"," "
"3825","Desmognathus wrighti","LC"," "
"3826","Eurycea bislineata","LC"," "
"3827","Eurycea multiplicata","LC"," "
"3828","Eurycea naufragia","EN","B1ab(iii,v)+2ab(iii,v)"
"3829","Eurycea neotenes","VU","D2"
"3830","Eurycea pterophila","DD"," "
"3831","Eurycea quadridigitata","LC"," "
"3832","Eurycea tonkawae","EN","B1ab(iii,v)"
"3833","Eurycea troglodytes","DD"," "
"3834","Eurycea tynerensis","NT"," "
"3835","Plethodon virginia","NT"," "
"3836","Nototriton richardi","NT"," "
"3837","Nototriton saslaya","VU","D2"
"3838","Plethodon welleri","EN","B1ab(iii)"
"3839","Nototriton stuarti","DD"," "
"3840","Nototriton tapanti","VU","D2"
"3841","Nyctanolis pernix","EN","B1ab(iii)"
"3842","Pseudoeurycea ahuitzotl","CR","A2a+4a"
"3843","Oedipina alfaroi","VU","B1ab(iii)"
"3844","Pseudoeurycea exspectata","CR","B1ab(iii,v)"
"3845","Oedipina alleni","LC"," "
"3846","Oedipina altura","CR","B1ab(iii)"
"3847","Oedipina carablanca","EN","B1ab(iii)"
"3848","Oedipina collaris","DD"," "
"3849","Pseudoeurycea goebeli","CR","A2ac"
"3850","Oedipina cyclocauda","LC"," "
"3851","Pseudoeurycea juarezi","CR","A2a+4a"
"3852","Oedipina elongata","LC"," "
"3853","Oedipina gephyra","EN","B1ab(iii)"
"3854","Oedipina gracilis","EN","A2ac"
"3855","Oedipina grandis","EN","B1ab(iii,v)"
"3856","Oedipina ignea","DD"," "
"3857","Pseudoeurycea mixcoatl","DD"," "
"3858","Oedipina maritima","CR","B1ab(iii)+2ab(iii)"
"3859","Oedipina pacificensis","LC"," "
"3860","Oedipina paucidentata","CR","B1ab(iii)"
"3861","Oedipina poelzi","EN","A2ace; B1ab(iii)"
"3862","Pseudoeurycea rex","CR","A2ac"
"3863","Oedipina pseudouniformis","EN","B1ab(iii,v)"
"3864","Oedipina savagei","DD"," "
"3865","Oedipina stenopodia","EN","B1ab(iii)"
"3866","Oedipina stuarti","DD"," "
"3867","Oedipina taylori","LC"," "
"3868","Pseudoeurycea smithi","CR","A2ace"
"3869","Oedipina uniformis","NT"," "
"3870","Pseudoeurycea tenchalli","EN","A2ac+4ac"
"3871","Parvimolge townsendi","CR","A2ac+4ac"
"3872","Pseudoeurycea teotepec","EN","A4a"
"3873","Plethodon albagula","LC"," "
"3874","Plethodon amplus","VU","D2"
"3875","Plethodon aureolus","DD"," "
"3876","Plethodon cheoah","VU","D2"
"3877","Plethodon elongatus","NT"," "
"3878","Plethodon jordani","NT"," "
"3879","Plethodon kiamichi","DD"," "
"3880","Plethodon kisatchie","LC"," "
"3881","Plethodon meridianus","VU","D2"
"3882","Plethodon petraeus","VU","D2"
"3883","Plethodon punctatus","NT"," "
"3884","Plethodon sequoyah","DD"," "
"3885","Plethodon shermani","VU","D2"
"3886","Pseudoeurycea amuzga","DD"," "
"3887","Pseudoeurycea brunnata","CR","A2ac"
"3888","Pleurodeles poireti","EN","B1ab(iii)+2ab(iii)"
"3889","Pseudoeurycea tlahcuiloh","CR","A2ac+4ac"
"3890","Pleurodeles waltl","NT"," "
"3891","Pseudoeurycea unguidentis","CR","B1ab(iii,v)"
"3892","Salamandra corsica","LC"," "
"3893","Salamandra algira","VU","B1ab(iii)+2ab(iii)"
"3894","Pseudotriton montanus","LC"," "
"3895","Salamandra infraimmaculata","NT"," "
"3896","Salamandra salamandra","LC"," "
"3897","Speleomantes strinatii","NT"," "
"3898","Thorius arboreus","EN","B1ab(iii)"
"3899","Ommatotriton vittatus","LC"," "
"3900","Thorius aureus","CR","B1ab(iii,v)"
"3901","Lissotriton vulgaris","LC"," "
"3902","Thorius boreas","EN","B1ab(iii,v)"
"3903","Tylototriton asperrimus","NT"," "
"3904","Thorius dubitus","EN","B1ab(iii,v)"
"3905","Tylototriton hainanensis","EN","B1ab(iii)+2ab(iii)"
"3906","Thorius grandis","EN","B1ab(iii)"
"3907","Tylototriton kweichowensis","VU","B2ab(iii,v)"
"3908","Thorius infernalis","CR","B1ab(iii)"
"3909","Tylototriton shanjing","NT"," "
"3910","Liangshantriton taliangensis","NT"," "
"3911","Thorius lunaris","EN","B1ab(iii,v)"
"3912","Thorius macdougalli","VU","D2"
"3913","Tylototriton wenxianensis","VU","B2ab(iii)"
"3914","Thorius magnipes","CR","B1ab(iii,v)"
"3915","Thorius minutissimus","CR","B1ab(iii)"
"3916","Siren intermedia","LC"," "
"3917","Thorius munificus","CR","A4ac; B1ab(i,iii,v)"
"3918","Siren lacertina","LC"," "
"3919","Atretochoana eiselti","DD"," "
"3920","Thorius narisovalis","CR","A2ab+4ab; B1ab(ii,v)"
"3921","Thorius omiltemi","EN","B1ab(iii)"
"3922","Thorius pennatulus","CR","A2ac+4ac"
"3923","Thorius pulmonaris","EN","B1ab(iii,v)"
"3924","Thorius schmidti","EN","B1ab(iii)"
"3925","Thorius smithi","CR","B1ab(iii)"
"3926","Thorius spilogaster","CR","B1ab(iii,v)"
"3927","Necturus alabamensis","EN","B2ab(iii)"
"3928","Necturus lewisi","NT"," "
"3929","Rhyacotriton cascadae","NT"," "
"3930","Rhyacotriton kezeri","NT"," "
"3931","Rhyacotriton olympicus","VU","B1ab(iii)"
"3932","Rhyacotriton variegatus","LC"," "
"3933","Hypselotriton chenggongensis","DD"," "
"3934","Hypselotriton cyanurus","LC"," "
"3935","Cynops ensicauda","EN","B1ab(iii,v)"
"3936","Hypselotriton orientalis","LC"," "
"3937","Hypselotriton orphicus","EN","B1ab(iii,v)+2ab(iii,v)"
"3938","Cynops pyrrhogaster","LC"," "
"3939","Hypselotriton wolterstorffi","EX"," "
"3940","Echinotriton andersoni","EN","B1ab(iii)"
"3941","Echinotriton chinhaiensis","CR","B1ab(iii,iv)+2ab(iii,iv)"
"3942","Calotriton asper","NT"," "
"3943","Euproctus montanus","LC"," "
"3944","Notophthalmus meridionalis","EN","B2ab(iii,iv,v)"
"3945","Pachytriton brevipes","LC"," "
"3946","Pachytriton labiatus","LC"," "
"3947","Paramesotriton caudopunctatus","NT"," "
"3948","Paramesotriton chinensis","LC"," "
"3949","Paramesotriton fuzhongensis","VU","B1ab(iii,v)"
"3950","Paramesotriton guangxiensis","EN","B1ab(iii)+2ab(iii)"
"3951","Paramesotriton hongkongensis","NT"," "
"3952","Salamandrina terdigitata","LC"," "
"3953","Taricha torosa","LC"," "
"3954","Ichthyosaura alpestris","LC"," "
"3955","Lissotriton boscai","LC"," "
"3956","Triturus carnifex","LC"," "
"3957","Lissotriton helveticus","LC"," "
"3958","Lissotriton italicus","LC"," "
"3959","Triturus marmoratus","LC"," "
"3960","Brasilotyphlus braziliensis","LC"," "
"3961","Caecilia abitaguae","DD"," "
"3962","Caecilia antioquiaensis","DD"," "
"3963","Caecilia armata","DD"," "
"3964","Gymnopis syntrema","DD"," "
"3965","Microcaecilia taylori","LC"," "
"3966","Caecilia caribea","DD"," "
"3967","Mimosiphonops reinhardti","DD"," "
"3968","Caecilia corpulenta","DD"," "
"3969","Mimosiphonops vermiculatus","DD"," "
"3970","Caecilia crassisquama","DD"," "
"3971","Nectocaecilia petersii","LC"," "
"3972","Caecilia degenerata","DD"," "
"3973","Caecilia dunni","DD"," "
"3974","Caecilia flavopunctata","DD"," "
"3975","Oscaecilia equatorialis","DD"," "
"3976","Caecilia gracilis","LC"," "
"3977","Oscaecilia hypereumeces","DD"," "
"3978","Caecilia guntheri","DD"," "
"3979","Oscaecilia ochrocephala","LC"," "
"3980","Caecilia isthmica","DD"," "
"3981","Oscaecilia osae","DD"," "
"3982","Caecilia leucocephala","LC"," "
"3983","Oscaecilia polyzona","DD"," "
"3984","Caecilia marcusi","LC"," "
"3985","Caecilia mertensi","DD"," "
"3986","Potomotyphlus kaupii","LC"," "
"3987","Caecilia occidentalis","DD"," "
"3988","Caecilia pachynema","DD"," "
"3989","Schistometopum thomense","LC"," "
"3990","Caecilia subdermalis","LC"," "
"3991","Siphonops hardyi","LC"," "
"3992","Caecilia subnigricans","LC"," "
"3993","Siphonops insulanus","DD"," "
"3994","Caecilia subterminalis","DD"," "
"3995","Siphonops leucoderus","DD"," "
"3996","Caecilia tentaculata","LC"," "
"3997","Caecilia tenuissima","DD"," "
"3998","Typhlonectes compressicauda","LC"," "
"3999","Caecilia thompsoni","DD"," "
"4000","Caecilia volcani","DD"," "
"4001","Chthonerpeton arii","DD"," "
"4002","Chthonerpeton braestrupi","DD"," "
"4003","Chthonerpeton exile","DD"," "
"4004","Chthonerpeton indistinctum","LC"," "
"4005","Chthonerpeton noctinectes","DD"," "
"4006","Chthonerpeton onorei","DD"," "
"4007","Chthonerpeton perissodus","DD"," "
"4008","Chthonerpeton viviparum","DD"," "
"4009","Dermophis costaricense","DD"," "
"4010","Dermophis glandulosus","DD"," "
"4011","Dermophis gracilior","DD"," "
"4012","Dermophis mexicanus","VU","A2ac"
