"","auto_id","Scientific.name_TBNinfra","Scientific.name_RLinfra","Chinese.common.name_RL","category_TWRL","Version","criteria_TWRL","taxon_group_TWRL","name_code_TWRL","taxon_rank_TWRL","tp_tid_infra","ra_tid_infra","taibnet_namecode_infra","uuid_infra","rank_infra","Scientific.name_TBN","Scientific.name_RL","tp_tid_species","ra_tid_species","taibnet_namecode_species","uuid_species","rank_species"
"477",471,"Hipposideros armiger terasensis","Hipposideros armiger terasensis","臺灣葉鼻蝠","NLC","v1080131"," ","mammal","416061","infraspecies",416061,416061,416061,"67bce3f5-4317-47a1-a05d-eb4cb8e74acd","infraspecies","Hipposideros armiger","Hipposideros armiger",1024495,1024495,NA,"eade4ab3-27bf-4ad3-9aec-5a269ad7e903","species"
"478",472,"Arielulus torquatus","Arielulus torquatus","黃頸蝠","NLC","v1080131"," ","mammal","380563","species",380563,380563,380563,"aafc551d-aee2-495a-b381-2014df4a1e33","species","Arielulus torquatus","Arielulus torquatus",380563,380563,380563,"aafc551d-aee2-495a-b381-2014df4a1e33","species"
"479",473,"Barbastella leucomelas","Barbastella darjelingensis","東方寬耳蝠","NLC","v1080131"," ","mammal","432675","species",380564,380564,380564,"d7b4cff9-4cca-46bb-996d-571f37fcdd0b","species","Barbastella leucomelas","Barbastella darjelingensis",380564,380564,380564,"d7b4cff9-4cca-46bb-996d-571f37fcdd0b","species"
"480",474,"Eptesicus serotinus horikawai","Eptesicus serotinus horikawai","堀川氏棕蝠","NLC","v1080131"," ","mammal","432776","infraspecies",380565,380565,380565,"1ec16df2-ae13-4bdb-a0f5-0c235aa0476e","infraspecies","Eptesicus serotinus","Eptesicus serotinus",1024271,1024271,NA,"afe841ea-276b-45ea-8b57-dc56f812c3ca","species"
"481",475,"Kerivoula titania","Kerivoula furva","玄彩蝠","NLC","v1080131"," ","mammal","432677","species",401688,401688,401688,"ff907f94-7673-4e31-9238-0d61c8a4811c","species","Kerivoula titania","Kerivoula furva",401688,401688,401688,"ff907f94-7673-4e31-9238-0d61c8a4811c","species"
"482",476,"Harpiola isodon","Harpiola isodon","金芒管鼻蝠","NLC","v1080131"," ","mammal","416111","species",416111,416111,416111,"062ff32c-a886-4bf3-85be-3094c08f13c7","species","Harpiola isodon","Harpiola isodon",416111,416111,416111,"062ff32c-a886-4bf3-85be-3094c08f13c7","species"
"483",477,"Myotis fimbriatus taiwanensis","Myotis fimbriatus taiwanensis","臺灣毛腿鼠耳蝠","NLC","v1080131"," ","mammal","430164","infraspecies",NA,NA,NA," "," ","Myotis fimbriatus","Myotis fimbriatus",430164,430164,430164,"9212289c-66a0-4418-814a-d603d9a3cda7","species"
"484",478,"Myotis frater","Myotis frater","長尾鼠耳蝠","NLC","v1080131"," ","mammal","401690","species",401690,401690,401690,"3247491d-9141-41b9-b97a-c43acdcabb3c","species","Myotis frater","Myotis frater",401690,401690,401690,"3247491d-9141-41b9-b97a-c43acdcabb3c","species"
"485",479,"Myotis laniger","Myotis laniger","華南水鼠耳蝠","NLC","v1080131"," ","mammal","380572","species",380572,380572,380572,"5ef1f347-a86c-4942-a81c-4840927ca2cd","species","Myotis laniger","Myotis laniger",380572,380572,380572,"5ef1f347-a86c-4942-a81c-4840927ca2cd","species"
"486",480,"Myotis rufoniger","Myotis rufoniger","赤黑鼠耳蝠","NLC","v1080131"," ","mammal","380570","species",1024866,1024866,NA,"e1becc51-67ae-4dbe-bae6-deb8046fd5c9","species","Myotis rufoniger","Myotis rufoniger",1024866,1024866,NA,"e1becc51-67ae-4dbe-bae6-deb8046fd5c9","species"
"487",481,"Myotis secundus","Myotis secundus","長趾鼠耳蝠","NLC","v1080131"," ","mammal","401689","species",401689,401689,401689,"3d6fc582-50e9-45c6-b137-9475473d4ac6","species","Myotis secundus","Myotis secundus",401689,401689,401689,"3d6fc582-50e9-45c6-b137-9475473d4ac6","species"
"488",482,"Murina bicolor","Murina bicolor","黃胸管鼻蝠","NLC","v1080131"," ","mammal","416113","species",416113,416113,416113,"a7c6d2f4-81d1-4085-9cc4-5c707335d5f4","species","Murina bicolor","Murina bicolor",416113,416113,416113,"a7c6d2f4-81d1-4085-9cc4-5c707335d5f4","species"
"489",483,"Murina gracilis","Murina gracilis","姬管鼻蝠","NLC","v1080131"," ","mammal","401693","species",401693,401693,401693,"983f733c-e0f8-4b41-b66d-8442645a5997","species","Murina gracilis","Murina gracilis",401693,401693,401693,"983f733c-e0f8-4b41-b66d-8442645a5997","species"
"490",484,"Murina puta","Murina puta","臺灣管鼻蝠","NLC","v1080131"," ","mammal","380568","species",380568,380568,380568,"291a93e2-a46c-4706-8880-31d53ad069aa","species","Murina puta","Murina puta",380568,380568,380568,"291a93e2-a46c-4706-8880-31d53ad069aa","species"
"491",485,"Murina recondita","Murina recondita","隱姬管鼻蝠","NLC","v1080131"," ","mammal","416114","species",416114,416114,416114,"8787be1c-2d5f-40a3-814d-069f5b78a2b1","species","Murina recondita","Murina recondita",416114,416114,416114,"8787be1c-2d5f-40a3-814d-069f5b78a2b1","species"
"492",486,"Pipistrellus abramus","Pipistrellus abramus","東亞家蝠","NLC","v1080131"," ","mammal","380575","species",380575,380575,380575,"972e9adb-b068-4169-b97d-bef9eac71825","species","Pipistrellus abramus","Pipistrellus abramus",380575,380575,380575,"972e9adb-b068-4169-b97d-bef9eac71825","species"
"493",487,"Pipistrellus montanus","Pipistrellus montanus","山家蝠","NLC","v1080131"," ","mammal","401695","species",401695,401695,401695,"4c497a4b-02bc-4d4b-b502-51763dd0ab4b","species","Pipistrellus montanus","Pipistrellus montanus",401695,401695,401695,"4c497a4b-02bc-4d4b-b502-51763dd0ab4b","species"
"494",488,"Pipistrellus taiwanensis","Pipistrellus taiwanensis","臺灣家蝠","NLC","v1080131"," ","mammal","401696","species",401696,401696,401696,"3c13c2ea-37be-44de-8e41-9dda16da11be","species","Pipistrellus taiwanensis","Pipistrellus taiwanensis",401696,401696,401696,"3c13c2ea-37be-44de-8e41-9dda16da11be","species"
"495",489,"Plecotus taivanus","Plecotus taivanus","臺灣長耳蝠","NLC","v1080131"," ","mammal","380576","species",380576,380576,380576,"6057b08a-9292-4858-b69b-97ca6f636b7d","species","Plecotus taivanus","Plecotus taivanus",380576,380576,380576,"6057b08a-9292-4858-b69b-97ca6f636b7d","species"
"496",490,"Nyctalus plancyi velutinus","Nyctalus plancyi velutinus","絨山蝠","NLC","v1080131"," ","mammal","401697","infraspecies",401697,401697,401697,"4de1d63b-1b78-4460-933b-941903374398","infraspecies","Nyctalus plancyi","Nyctalus plancyi",1024947,1024947,NA,"c75ec5ab-1ebe-4371-a1aa-3980b91907db","species"
"497",491,"Scotophilus kuhlii","Scotophilus kuhlii","高頭蝠","NLC","v1080131"," ","mammal","380577","species",380577,380577,380577,"5de000d1-14ae-4ce2-ac01-67ee81ba6995","species","Scotophilus kuhlii","Scotophilus kuhlii",380577,380577,380577,"5de000d1-14ae-4ce2-ac01-67ee81ba6995","species"
"498",492,"Submyotodon latirostris","Submyotodon latirostris","寬吻鼠耳蝠","NLC","v1080131"," ","mammal","430163","species",430163,430163,430163,"7d34fecb-ca50-4c2d-90bc-bb83439d7035","species","Submyotodon latirostris","Submyotodon latirostris",430163,430163,430163,"7d34fecb-ca50-4c2d-90bc-bb83439d7035","species"
"499",493,"Miniopterus schreibersii fuliginosus","Miniopterus fuliginosus","東亞摺翅蝠","NLC","v1080131"," ","mammal","432679","species",380567,380567,380567,"defdb390-c490-4c12-81d3-756979b9c5dd","infraspecies","Miniopterus schreibersii","Miniopterus fuliginosus",1024830,1024830,NA,"ea6ee1c4-787c-4268-8cda-7006a6c0a894","species"
"500",494,"Tadarida insignis","Tadarida insignis","東亞游離尾蝠","NLC","v1080131"," ","mammal","416083","species",416083,416083,416083,"b5eaeb8d-ec5e-4ea3-b8ea-0bbd444894c6","species","Tadarida insignis","Tadarida insignis",416083,416083,416083,"b5eaeb8d-ec5e-4ea3-b8ea-0bbd444894c6","species"
"501",495,"Mogera insularis insularis","Mogera insularis insularis","臺灣鼴鼠","NLC","v1080131"," ","mammal","380587","infraspecies",380587,380587,380587,"d27ae413-a183-4fe6-8313-67527cd7965d","infraspecies","Mogera insularis","Mogera insularis",1024833,1024833,NA,"46107149-2b06-47d2-9c2d-ae3af5df5354","species"
"502",496,"Mogera kanoana","Mogera kanoana","鹿野氏鼴鼠","NLC","v1080131"," ","mammal","401752","species",401752,401752,401752,"d6acae4c-bc10-4f50-ba48-111296780bf1","species","Mogera kanoana","Mogera kanoana",401752,401752,401752,"d6acae4c-bc10-4f50-ba48-111296780bf1","species"
"503",497,"Anourosorex yamashinai","Anourosorex yamashinai","短尾鼩","NLC","v1080131"," ","mammal","416053","species",416053,416053,416053,"59e4538f-605e-4f8a-954d-6695df1d6fdc","species","Anourosorex yamashinai","Anourosorex yamashinai",416053,416053,416053,"59e4538f-605e-4f8a-954d-6695df1d6fdc","species"
"504",498,"Crocidura rapax","Crocidura rapax","長尾麝鼩","NLC","v1080131"," ","mammal"," ","species",1024037,1024037,NA,"0d5ad954-5c72-4753-9ada-e985fa43465e","species","Crocidura rapax","Crocidura rapax",1024037,1024037,NA,"0d5ad954-5c72-4753-9ada-e985fa43465e","species"
"505",499,"Crocidura shantungensis","Crocidura shantungensis","小麝鼩","NLC","v1080131"," ","mammal","416055","species",1024038,1024038,NA,"22288955-7b71-48d6-950a-5899ca904542","species","Crocidura shantungensis","Crocidura shantungensis",1024038,1024038,NA,"22288955-7b71-48d6-950a-5899ca904542","species"
"506",500,"Crocidura tanakae","Crocidura tanakae","灰麝鼩","NLC","v1080131"," ","mammal","416054","species",416054,416054,416054,"8dd51e84-20af-473a-8c64-553461fb5988","species","Crocidura tanakae","Crocidura tanakae",416054,416054,416054,"8dd51e84-20af-473a-8c64-553461fb5988","species"
"507",501,"Episoriculus fumidus","Episoriculus fumidus","臺灣長尾鼩","NLC","v1080131"," ","mammal","416301","species",416301,416301,416301,"14d1c702-5d76-4786-81b2-95a1051416f4","species","Episoriculus fumidus","Episoriculus fumidus",416301,416301,416301,"14d1c702-5d76-4786-81b2-95a1051416f4","species"
"508",502,"Suncus murinus","Suncus murinus","家鼩","NLC","v1080131"," ","mammal","380586","species",380586,380586,380586,"b7fb0967-2cfd-4961-8409-d50ed5c035a9","species","Suncus murinus","Suncus murinus",380586,380586,380586,"b7fb0967-2cfd-4961-8409-d50ed5c035a9","species"
"509",503,"Belomys pearsonii kaleensis","Belomys pearsonii kaleensis","小鼯鼠","NLC","v1080131"," ","mammal","380604","infraspecies",380604,380604,380604,"c7fa2e1e-789f-4424-9978-8462dfaccf10","infraspecies","Belomys pearsonii","Belomys pearsonii",1023715,1023715,NA,"ab026aab-7ef7-4c35-880a-7e0d530da4e0","species"
"510",504,"Callosciurus erythraeus thaiwanensis","Callosciurus erythraeus thaiwanensis","赤腹松鼠","NLC","v1080131"," ","mammal","380605","infraspecies",380605,380605,380605,"ebffab32-e2f6-49a1-93eb-a35ea6dd5f39","infraspecies","Callosciurus erythraeus","Callosciurus erythraeus",1023809,1023809,NA,"17369a4d-5103-432d-9d17-3242fc0096c9","species"
"511",505,"Dremomys pernyi owstoni","Dremomys pernyi owstoni","長吻松鼠","NLC","v1080131"," ","mammal","380606","infraspecies",380606,380606,380606,"ecacc4d1-1d69-4c62-8129-e1b6c49dbc91","infraspecies","Dremomys pernyi","Dremomys pernyi",1024175,1024175,NA,"a11b41ee-06c0-474a-b7b0-64ff8d7af19f","species"
"512",506,"Petaurista alborufus lena","Petaurista alborufus lena","白面鼯鼠","NLC","v1080131"," ","mammal","380607","infraspecies",380607,380607,380607,"996a8f52-bc64-4893-bd37-945b53229dcb","infraspecies","Petaurista alborufus","Petaurista alborufus",1025171,1025171,NA,"5106f526-5277-4727-981e-86e713ce6c74","species"
"513",507,"Petaurista philippensis grandis","Petaurista philippensis grandis","大赤鼯鼠","NLC","v1080131"," ","mammal","380608","infraspecies",380608,380608,380608,"04f92af0-f2f9-45d8-8c99-a957620f022b","infraspecies","Petaurista philippensis","Petaurista philippensis",1025172,1025172,NA,"f67629cd-817d-41e3-a132-2b89e612ab2a","species"
"514",508,"Tamiops maritimus formosanus","Tamiops maritimus formosanus","條紋松鼠","NLC","v1080131"," ","mammal","380609","infraspecies",380609,380609,380609,"c02dc244-6ec4-40bf-bc35-5493d7390081","infraspecies","Tamiops maritimus","Tamiops maritimus",1025624,1025624,NA,"adaafb8e-5c5d-445a-a8e6-261cb901a627","species"
"515",509,"Apodemus agrarius","Apodemus agrarius","赤背條鼠","NLC","v1080131"," ","mammal","380591","species",380591,380591,380591,"e882a3b5-7cdd-4469-84e8-9bad36ee1008","species","Apodemus agrarius","Apodemus agrarius",380591,380591,380591,"e882a3b5-7cdd-4469-84e8-9bad36ee1008","species"
"516",510,"Apodemus semotus","Apodemus semotus","臺灣森鼠","NLC","v1080131"," ","mammal","380592","species",380592,380592,380592,"68018d1d-450b-4192-a8b6-052ed439aa59","species","Apodemus semotus","Apodemus semotus",380592,380592,380592,"68018d1d-450b-4192-a8b6-052ed439aa59","species"
"517",511,"Bandicota indica","Bandicota indica","鬼鼠","NLC","v1080131"," ","mammal","380593","species",380593,380593,380593,"d7fafa45-746e-4dce-97ef-519e47407523","species","Bandicota indica","Bandicota indica",380593,380593,380593,"d7fafa45-746e-4dce-97ef-519e47407523","species"
"518",512,"Micromys minutus","Micromys minutus","巢鼠","NLC","v1080131"," ","mammal","380595","species",380595,380595,380595,"3ea8055e-5d95-4b84-ad96-4e48b849a9c3","species","Micromys minutus","Micromys minutus",380595,380595,380595,"3ea8055e-5d95-4b84-ad96-4e48b849a9c3","species"
"519",513,"Mus caroli","Mus caroli","田鼷鼠","NLC","v1080131"," ","mammal","380597","species",380597,380597,380597,"4dee6592-1c03-4a49-b485-73b05366e99d","species","Mus caroli","Mus caroli",380597,380597,380597,"4dee6592-1c03-4a49-b485-73b05366e99d","species"
"520",514,"Mus musculus","Mus musculus","家鼷鼠","NLC","v1080131"," ","mammal","380598","species",380598,380598,380598,"dd2c5271-02b4-4441-91f5-e6b4b0dc0116","species","Mus musculus","Mus musculus",380598,380598,380598,"dd2c5271-02b4-4441-91f5-e6b4b0dc0116","species"
"521",515,"Niviventer coninga","Niviventer coninga","刺鼠","NLC","v1080131"," ","mammal","416095","species",416095,416095,416095,"200754a7-3859-4575-b2b2-8e2e24f82be2","species","Niviventer coninga","Niviventer coninga",416095,416095,416095,"200754a7-3859-4575-b2b2-8e2e24f82be2","species"
"522",516,"Niviventer culturatus","Niviventer culturatus","高山白腹鼠","NLC","v1080131"," ","mammal","380600","species",380600,380600,380600,"4b0de2e1-3476-40a2-a5c4-63c12dc43044","species","Niviventer culturatus","Niviventer culturatus",380600,380600,380600,"4b0de2e1-3476-40a2-a5c4-63c12dc43044","species"
"523",517,"Rattus losea","Rattus losea","小黃腹鼠","NLC","v1080131"," ","mammal","380601","species",380601,380601,380601,"42ac4e1f-aec4-4d1b-ba51-7cfa1427b216","species","Rattus losea","Rattus losea",380601,380601,380601,"42ac4e1f-aec4-4d1b-ba51-7cfa1427b216","species"
"524",518,"Rattus norvegicus","Rattus norvegicus","溝鼠","NLC","v1080131"," ","mammal","380602","species",380602,380602,380602,"f4f37c2f-c263-440f-8bcd-8ce505c876df","species","Rattus norvegicus","Rattus norvegicus",380602,380602,380602,"f4f37c2f-c263-440f-8bcd-8ce505c876df","species"
"525",519,"Rattus tanezumi","Rattus tanezumi","亞洲家鼠","NLC","v1080131"," ","mammal","416099","species",416099,416099,416099,"f0c78ade-a44b-4067-ab8d-94d0719fd145","species","Rattus tanezumi","Rattus tanezumi",416099,416099,416099,"f0c78ade-a44b-4067-ab8d-94d0719fd145","species"
"526",520,"Melogale moschata subaurantiaca","Melogale moschata subaurantiaca","鼬?","NLC","v1080131"," ","mammal","380522","infraspecies",380522,380522,380522,"f1e18686-73e8-46e0-8325-a64f85dcd43d","infraspecies","Melogale moschata","Melogale moschata",1024766,1024766,NA,"adab0bac-34a0-4d24-8e4e-7b0336ff1df7","species"
"527",521,"Mustela sibirica taivana","Mustela sibirica taivana","黃鼠狼","NLC","v1080131"," ","mammal","416109","infraspecies",416109,416109,416109,"3bd283f8-121e-4580-b395-908af1373ef1","infraspecies","Mustela sibirica","Mustela sibirica",1024854,1024854,NA,"7ecf32e7-0fb6-44c0-8c01-b6e017ad2985","species"
"528",522,"Paguma larvata taivana","Paguma larvata taivana","白鼻心","NLC","v1080131"," ","mammal","380526","infraspecies",380526,380526,380526,"20fe92f8-16d1-465f-be47-4145d86bc660","infraspecies","Paguma larvata","Paguma larvata",1025057,1025057,NA,"b20f4f14-efc7-4031-a9a2-dd1729839f27","species"
"529",523,"Muntiacus reevesi micrurus","Muntiacus reevesi micrurus","臺灣山羌","NLC","v1080131"," ","mammal","380515","infraspecies",380515,380515,380515,"78165751-c537-4b92-948b-27a9fde8d585","infraspecies","Muntiacus reevesi","Muntiacus reevesi",1024847,1024847,NA,"9f5d6529-1903-47d9-8a75-ed46e65d7159","species"
"530",524,"Sus scrofa taivanus","Sus scrofa taivanus","臺灣野豬","NLC","v1080131"," ","mammal","380516","infraspecies",380516,380516,380516,"70068ad9-c107-42c4-bdb8-89ecbdc69385","infraspecies","Sus scrofa","Sus scrofa",1025581,1025581,NA,"090f6f96-69ad-4493-9673-c917bf8617b4","species"
"531",525,"Macaca cyclopis","Macaca cyclopis","臺灣獼猴","NLC","v1080131"," ","mammal","380590","species",380590,380590,380590,"1ef26ce6-3221-41a6-bd30-46ce27bf49c6","species","Macaca cyclopis","Macaca cyclopis",380590,380590,380590,"1ef26ce6-3221-41a6-bd30-46ce27bf49c6","species"
"532",526,"Lepus sinensis formosus","Lepus sinensis formosus","臺灣野兔","NLC","v1080131"," ","mammal","380588","infraspecies",380588,380588,380588,"ff4608e3-4fc3-4db5-824f-ccfb3b6bbf0b","infraspecies","Lepus sinensis","Lepus sinensis",1024634,1024634,NA,"06fc3e21-c3d8-4d18-b4ee-29f3cb93f1b2","species"
"533",527,"Harpiocephalus harpia","Harpiocephalus harpia","毛翼管鼻蝠","NDD","v1080131"," ","mammal","380566","species",380566,380566,380566,"02226548-3724-4043-beee-ea24b83df50a","species","Harpiocephalus harpia","Harpiocephalus harpia",380566,380566,380566,"02226548-3724-4043-beee-ea24b83df50a","species"
"534",528,"Hypsugo pulveratus","Hypsugo pulveratus","灰伏翼","NDD","v1080131"," ","mammal","416112","species",416112,416112,416112,"a89dc7ac-888d-41d8-8f76-c75cd806151b","species","Hypsugo pulveratus","Hypsugo pulveratus",416112,416112,416112,"a89dc7ac-888d-41d8-8f76-c75cd806151b","species"
"535",529,"Myotis soror","Myotis soror","紅棕鼠耳蝠","NDD","v1080131"," ","mammal","430165","species",430165,430165,430165,"11685854-83a2-4017-b07c-67210a80686f","species","Myotis soror","Myotis soror",430165,430165,430165,"11685854-83a2-4017-b07c-67210a80686f","species"
"536",530,"Chodsigoa sodalis","Chodsigoa sodalis","細尾長尾鼩","NDD","v1080131"," ","mammal","416060","species",416060,416060,416060,"4e4ae164-8878-4163-9687-d09e72ccfb24","species","Chodsigoa sodalis","Chodsigoa sodalis",416060,416060,416060,"4e4ae164-8878-4163-9687-d09e72ccfb24","species"
"537",531,"Mauremys reevesii","Mauremys reevesii","金龜","NCR","v1080131","B1ab(iii,iv)","reptile","380610","species",380610,380610,380610,"a1148186-eaa1-482a-931f-7b26c9d96a7a","species","Mauremys reevesii","Mauremys reevesii",380610,380610,380610,"a1148186-eaa1-482a-931f-7b26c9d96a7a","species"
"538",532,"Amphiesma miyajimae","Hebius miyajimae","金絲蛇","NEN","v1080131","B1a+b(iii,iv)","reptile","380630","species",380630,380630,380630,"00f89f81-f5dd-4593-b9cf-2fd5bd429694","species","Amphiesma miyajimae","Hebius miyajimae",380630,380630,380630,"00f89f81-f5dd-4593-b9cf-2fd5bd429694","species"
"539",533,"Myrrophis chinensis","Myrrophis chinensis","唐水蛇","NEN","v1080131","B1a+b(iii,iv)+c(iii)","reptile","380642","species",380642,380642,380642,"acffe805-822f-4fce-bfd8-fdd8bd096319","species","Myrrophis chinensis","Myrrophis chinensis",380642,380642,380642,"acffe805-822f-4fce-bfd8-fdd8bd096319","species"
"540",534,"Cuora flavomarginata","Cuora flavomarginata","食蛇龜","NVU","v1080131","B1b(iii,iv)+c(iv)","reptile","380611","species",380611,380611,380611,"6e4ebaf6-7bcc-4962-9b76-6c03cca192f6","species","Cuora flavomarginata","Cuora flavomarginata",380611,380611,380611,"6e4ebaf6-7bcc-4962-9b76-6c03cca192f6","species"
"541",535,"Enhydris plumbea","Hypsiscopus plumbea","鉛色水蛇","NVU","v1080131","B1b(iii,iv)+c(iii)","reptile","380643","species",380643,380643,380643,"d08669ba-8e9e-4d01-b96e-4265d17bc96d","species","Enhydris plumbea","Hypsiscopus plumbea",380643,380643,380643,"d08669ba-8e9e-4d01-b96e-4265d17bc96d","species"
"542",536,"Mauremys mutica mutica","Mauremys mutica mutica","柴棺龜","NNT","v1080131","接近 VU B1ab(iii,iv)","reptile","380612","infraspecies",NA,NA,NA," "," ","Mauremys mutica","Mauremys mutica",380612,380612,380612,"4b94bfc5-86cf-4c04-a358-83da85980619","species"
"543",537,"Japalura makii","Japalura makii","牧氏攀蜥","NNT","v1080131","接近 VU B1a","reptile","380623","species",380623,380623,380623,"56fd8f78-9bf8-4197-8453-a2db4b817962","species","Japalura makii","Japalura makii",380623,380623,380623,"56fd8f78-9bf8-4197-8453-a2db4b817962","species"
"544",538,"Emoia atrocostata","Emoia atrocostata","沿岸島蜥","NNT","v1080131","接近 VU B1ab(iii)","reptile","380690","species",380690,380690,380690,"11721a8e-f075-4999-9c66-83c73a6c46ab","species","Emoia atrocostata","Emoia atrocostata",380690,380690,380690,"11721a8e-f075-4999-9c66-83c73a6c46ab","species"
"545",539,"Sinonatrix percarinata suriki","Sinonatrix percarinata suriki","白腹遊蛇","NNT","v1080131","接近 VU B1ab(iii)","reptile","380658","infraspecies",380658,380658,380658,"becab61b-4ad1-4e86-861d-8cc74d78a9f5","infraspecies","Sinonatrix percarinata","Sinonatrix percarinata",1025482,1025482,NA,"ba6cb1e8-7585-42d8-a693-ba280ef44cea","species"
"546",540,"Mauremys sinensis","Mauremys sinensis","斑龜","NLC","v1080131"," ","reptile","421741","species",421741,421741,421741,"3d145d1d-f9b2-47fd-99fc-f047b10cd560","species","Mauremys sinensis","Mauremys sinensis",421741,421741,421741,"3d145d1d-f9b2-47fd-99fc-f047b10cd560","species"
"547",541,"Pelodiscus sinensis","Pelodiscus sinensis","中華鱉","NLC","v1080131"," ","reptile","380620","species",380620,380620,380620,"c12abbb0-3792-44b9-bbb7-8923cfb9fd4f","species","Pelodiscus sinensis","Pelodiscus sinensis",380620,380620,380620,"c12abbb0-3792-44b9-bbb7-8923cfb9fd4f","species"
"548",542,"Japalura brevipes","Japalura brevipes","短肢攀蜥","NLC","v1080131"," ","reptile","380621","species",380621,380621,380621,"5adb8be0-5410-4922-9f12-daa700c37f14","species","Japalura brevipes","Japalura brevipes",380621,380621,380621,"5adb8be0-5410-4922-9f12-daa700c37f14","species"
"549",543,"Japalura polygonata xanthostoma","Japalura polygonata xanthostoma","黃口攀蜥","NLC","v1080131"," ","reptile","380624","infraspecies",380624,380624,380624,"54928bdc-7184-42c1-bc5a-b36532784799","infraspecies","Japalura polygonata","Japalura polygonata",1024571,1024571,NA,"b5da1edb-8f56-4e4a-bcf1-71533779231d","species"
"550",544,"Japalura swinhonis","Japalura swinhonis","斯文豪氏攀蜥","NLC","v1080131"," ","reptile","380625","species",380625,380625,380625,"e4552802-d7c0-450f-af17-2a7a85328b86","species","Japalura swinhonis","Japalura swinhonis",380625,380625,380625,"e4552802-d7c0-450f-af17-2a7a85328b86","species"
"551",545,"Gekko hokouensis","Gekko hokouensis","鉛山壁虎","NLC","v1080131"," ","reptile","380666","species",380666,380666,380666,"afc11993-46ea-4304-9c05-ff0198ccf250","species","Gekko hokouensis","Gekko hokouensis",380666,380666,380666,"afc11993-46ea-4304-9c05-ff0198ccf250","species"
"552",546,"Hemidactylus bowringii","Hemidactylus bowringii","無疣蝎虎","NLC","v1080131"," ","reptile","380668","species",380668,380668,380668,"9c16eaf2-fda5-4392-8eaf-7586b6270c08","species","Hemidactylus bowringii","Hemidactylus bowringii",380668,380668,380668,"9c16eaf2-fda5-4392-8eaf-7586b6270c08","species"
"553",547,"Hemidactylus frenatus","Hemidactylus frenatus","疣尾蝎虎","NLC","v1080131"," ","reptile","380669","species",380669,380669,380669,"381bf2ce-6ad3-4a01-a6ae-e03d1eb7d60d","species","Hemidactylus frenatus","Hemidactylus frenatus",380669,380669,380669,"381bf2ce-6ad3-4a01-a6ae-e03d1eb7d60d","species"
"554",548,"Hemidactylus stejnegeri","Hemidactylus stejnegeri","史丹吉氏蝎虎","NLC","v1080131"," ","reptile","380671","species",380671,380671,380671,"82cea777-387b-4f49-ab58-01ffe24d055e","species","Hemidactylus stejnegeri","Hemidactylus stejnegeri",380671,380671,380671,"82cea777-387b-4f49-ab58-01ffe24d055e","species"
"555",549,"Takydromus hsuehshanensis","Takydromus hsuehshanensis","雪山草蜥","NLC","v1080131"," ","reptile","380684","species",380684,380684,380684,"aa76d4e3-3cee-43b3-9c1b-81ea53557026","species","Takydromus hsuehshanensis","Takydromus hsuehshanensis",380684,380684,380684,"aa76d4e3-3cee-43b3-9c1b-81ea53557026","species"
"556",550,"Takydromus kuehnei kuehnei","Takydromus kuehnei kuehnei","古氏草蜥","NLC","v1080131"," ","reptile","380685","infraspecies",NA,NA,NA," "," ","Takydromus kuehnei","Takydromus kuehnei",380685,380685,380685,"3b33f66d-7384-469c-b554-b3a9badae85d","species"
"557",551,"Takydromus stejnegeri","Takydromus stejnegeri","蓬萊草蜥","NLC","v1080131"," ","reptile","380688","species",380688,380688,380688,"be489ded-5294-4a59-82e8-dc1211c441ba","species","Takydromus stejnegeri","Takydromus stejnegeri",380688,380688,380688,"be489ded-5294-4a59-82e8-dc1211c441ba","species"
"558",552,"Eutropis longicaudata","Eutropis longicaudata","長尾真稜蜥","NLC","v1080131"," ","reptile","422630","species",422630,422630,422630,"85a463d0-5328-49ea-8e2f-f5d546304ca7","species","Eutropis longicaudata","Eutropis longicaudata",422630,422630,422630,"85a463d0-5328-49ea-8e2f-f5d546304ca7","species"
"559",553,"Plestiodon chinensis formosensis","Plestiodon chinensis formosensis","中國石龍子臺灣亞種","NLC","v1080131"," ","reptile","421739","infraspecies",421739,421739,421739,"45d6b5f7-faea-4889-adad-dccfa37b2811","infraspecies","Plestiodon chinensis","Plestiodon chinensis",1025258,1025258,NA,"c405a9d0-fd1d-4d93-afd5-99972e363790","species"
"560",554,"Plestiodon elegans","Plestiodon elegans","麗紋石龍子","NLC","v1080131"," ","reptile","427239","species",427239,427239,427239,"819ae3f4-db8b-4a6c-968e-ed17edde6671","species","Plestiodon elegans","Plestiodon elegans",427239,427239,427239,"819ae3f4-db8b-4a6c-968e-ed17edde6671","species"
"561",555,"Scincella formosensis","Scincella formosensis","臺灣滑蜥","NLC","v1080131"," ","reptile","380696","species",380696,380696,380696,"e74931db-d96c-4263-82a2-c36a0f4caffb","species","Scincella formosensis","Scincella formosensis",380696,380696,380696,"e74931db-d96c-4263-82a2-c36a0f4caffb","species"
"562",556,"Sphenomorphus incognitus","Sphenomorphus incognitus","股鱗蜓蜥","NLC","v1080131"," ","reptile","380698","species",380698,380698,380698,"a5083846-569d-472c-8a66-e2dadbd8ab32","species","Sphenomorphus incognitus","Sphenomorphus incognitus",380698,380698,380698,"a5083846-569d-472c-8a66-e2dadbd8ab32","species"
